,d2o035,
Wavenumbers [1/cm],Transmittance %,
4211.000,0.84,
4210.000,0.83,
4209.000,0.83,
4208.000,0.82,
4207.000,0.81,
4206.000,0.8,
4205.000,0.79,
4204.000,0.78,
4203.000,0.78,
4202.000,0.77,
4201.000,0.76,
4200.000,0.75,
4199.000,0.75,
4198.000,0.74,
4197.000,0.73,
4196.000,0.73,
4195.000,0.72,
4194.000,0.72,
4193.000,0.71,
4192.000,0.71,
4191.000,0.7,
4190.000,0.7,
4189.000,0.69,
4188.000,0.68,
4187.000,0.68,
4186.000,0.67,
4185.000,0.67,
4184.000,0.66,
4183.000,0.66,
4182.000,0.65,
4181.000,0.65,
4180.000,0.64,
4179.000,0.64,
4178.000,0.63,
4177.000,0.63,
4176.000,0.62,
4175.000,0.62,
4174.000,0.62,
4173.000,0.61,
4172.000,0.61,
4171.000,0.61,
4170.000,0.6,
4169.000,0.6,
4168.000,0.6,
4167.000,0.59,
4166.000,0.59,
4165.000,0.59,
4164.000,0.58,
4163.000,0.58,
4162.000,0.58,
4161.000,0.57,
4160.000,0.57,
4159.000,0.57,
4158.000,0.57,
4157.000,0.56,
4156.000,0.56,
4155.000,0.56,
4154.000,0.55,
4153.000,0.55,
4152.000,0.55,
4151.000,0.55,
4150.000,0.54,
4149.000,0.54,
4148.000,0.54,
4147.000,0.54,
4146.000,0.54,
4145.000,0.54,
4144.000,0.53,
4143.000,0.53,
4142.000,0.53,
4141.000,0.53,
4140.000,0.53,
4139.000,0.53,
4138.000,0.53,
4137.000,0.52,
4136.000,0.52,
4135.000,0.52,
4134.000,0.52,
4133.000,0.52,
4132.000,0.51,
4131.000,0.51,
4130.000,0.51,
4129.000,0.51,
4128.000,0.51,
4127.000,0.5,
4126.000,0.5,
4125.000,0.5,
4124.000,0.5,
4123.000,0.5,
4122.000,0.5,
4121.000,0.5,
4120.000,0.5,
4119.000,0.5,
4118.000,0.5,
4117.000,0.5,
4116.000,0.5,
4115.000,0.5,
4114.000,0.49,
4113.000,0.49,
4112.000,0.49,
4111.000,0.49,
4110.000,0.49,
4109.000,0.49,
4108.000,0.49,
4107.000,0.49,
4106.000,0.49,
4105.000,0.49,
4104.000,0.49,
4103.000,0.49,
4102.000,0.49,
4101.000,0.48,
4100.000,0.48,
4099.000,0.48,
4098.000,0.48,
4097.000,0.48,
4096.000,0.48,
4095.000,0.48,
4094.000,0.48,
4093.000,0.48,
4092.000,0.48,
4091.000,0.49,
4090.000,0.49,
4089.000,0.48,
4088.000,0.48,
4087.000,0.48,
4086.000,0.48,
4085.000,0.48,
4084.000,0.49,
4083.000,0.49,
4082.000,0.49,
4081.000,0.49,
4080.000,0.49,
4079.000,0.49,
4078.000,0.49,
4077.000,0.49,
4076.000,0.49,
4075.000,0.49,
4074.000,0.49,
4073.000,0.49,
4072.000,0.49,
4071.000,0.49,
4070.000,0.49,
4069.000,0.49,
4068.000,0.49,
4067.000,0.49,
4066.000,0.49,
4065.000,0.49,
4064.000,0.49,
4063.000,0.5,
4062.000,0.5,
4061.000,0.49,
4060.000,0.49,
4059.000,0.5,
4058.000,0.5,
4057.000,0.5,
4056.000,0.5,
4055.000,0.5,
4054.000,0.5,
4053.000,0.5,
4052.000,0.51,
4051.000,0.51,
4050.000,0.51,
4049.000,0.51,
4048.000,0.51,
4047.000,0.51,
4046.000,0.51,
4045.000,0.52,
4044.000,0.52,
4043.000,0.52,
4042.000,0.52,
4041.000,0.52,
4040.000,0.53,
4039.000,0.53,
4038.000,0.53,
4037.000,0.53,
4036.000,0.53,
4035.000,0.53,
4034.000,0.53,
4033.000,0.54,
4032.000,0.54,
4031.000,0.54,
4030.000,0.54,
4029.000,0.54,
4028.000,0.55,
4027.000,0.55,
4026.000,0.55,
4025.000,0.56,
4024.000,0.56,
4023.000,0.56,
4022.000,0.56,
4021.000,0.56,
4020.000,0.57,
4019.000,0.57,
4018.000,0.57,
4017.000,0.58,
4016.000,0.58,
4015.000,0.58,
4014.000,0.59,
4013.000,0.59,
4012.000,0.59,
4011.000,0.6,
4010.000,0.6,
4009.000,0.6,
4008.000,0.61,
4007.000,0.61,
4006.000,0.62,
4005.000,0.62,
4004.000,0.62,
4003.000,0.62,
4002.000,0.63,
4001.000,0.63,
4000.000,0.64,
3999.000,0.64,
3998.000,0.65,
3997.000,0.65,
3996.000,0.66,
3995.000,0.66,
3994.000,0.66,
3993.000,0.67,
3992.000,0.67,
3991.000,0.68,
3990.000,0.68,
3989.000,0.69,
3988.000,0.69,
3987.000,0.7,
3986.000,0.71,
3985.000,0.71,
3984.000,0.72,
3983.000,0.72,
3982.000,0.73,
3981.000,0.74,
3980.000,0.74,
3979.000,0.75,
3978.000,0.76,
3977.000,0.76,
3976.000,0.77,
3975.000,0.77,
3974.000,0.78,
3973.000,0.79,
3972.000,0.79,
3971.000,0.8,
3970.000,0.81,
3969.000,0.82,
3968.000,0.82,
3967.000,0.83,
3966.000,0.84,
3965.000,0.85,
3964.000,0.86,
3963.000,0.87,
3962.000,0.88,
3961.000,0.89,
3960.000,0.9,
3959.000,0.91,
3958.000,0.92,
3957.000,0.93,
3956.000,0.94,
3955.000,0.95,
3954.000,0.96,
3953.000,0.97,
3952.000,0.98,
3951.000,1,
3950.000,1.01,
3949.000,1.02,
3948.000,1.03,
3947.000,1.04,
3946.000,1.06,
3945.000,1.07,
3944.000,1.09,
3943.000,1.1,
3942.000,1.11,
3941.000,1.13,
3940.000,1.14,
3939.000,1.16,
3938.000,1.17,
3937.000,1.19,
3936.000,1.2,
3935.000,1.22,
3934.000,1.24,
3933.000,1.26,
3932.000,1.28,
3931.000,1.3,
3930.000,1.32,
3929.000,1.34,
3928.000,1.36,
3927.000,1.38,
3926.000,1.4,
3925.000,1.42,
3924.000,1.45,
3923.000,1.47,
3922.000,1.49,
3921.000,1.52,
3920.000,1.54,
3919.000,1.57,
3918.000,1.59,
3917.000,1.62,
3916.000,1.64,
3915.000,1.67,
3914.000,1.69,
3913.000,1.72,
3912.000,1.75,
3911.000,1.79,
3910.000,1.82,
3909.000,1.85,
3908.000,1.89,
3907.000,1.92,
3906.000,1.96,
3905.000,2,
3904.000,2.03,
3903.000,2.07,
3902.000,2.1,
3901.000,2.14,
3900.000,2.17,
3899.000,2.21,
3898.000,2.24,
3897.000,2.28,
3896.000,2.31,
3895.000,2.36,
3894.000,2.4,
3893.000,2.45,
3892.000,2.49,
3891.000,2.54,
3890.000,2.58,
3889.000,2.63,
3888.000,2.67,
3887.000,2.72,
3886.000,2.77,
3885.000,2.82,
3884.000,2.86,
3883.000,2.91,
3882.000,2.96,
3881.000,3.01,
3880.000,3.06,
3879.000,3.11,
3878.000,3.16,
3877.000,3.21,
3876.000,3.27,
3875.000,3.33,
3874.000,3.38,
3873.000,3.44,
3872.000,3.5,
3871.000,3.56,
3870.000,3.62,
3869.000,3.67,
3868.000,3.73,
3867.000,3.78,
3866.000,3.84,
3865.000,3.9,
3864.000,3.97,
3863.000,4.02,
3862.000,4.08,
3861.000,4.14,
3860.000,4.19,
3859.000,4.25,
3858.000,4.31,
3857.000,4.37,
3856.000,4.43,
3855.000,4.49,
3854.000,4.55,
3853.000,4.6,
3852.000,4.66,
3851.000,4.71,
3850.000,4.76,
3849.000,4.81,
3848.000,4.86,
3847.000,4.91,
3846.000,4.95,
3845.000,5,
3844.000,5.04,
3843.000,5.08,
3842.000,5.12,
3841.000,5.15,
3840.000,5.19,
3839.000,5.22,
3838.000,5.25,
3837.000,5.27,
3836.000,5.29,
3835.000,5.31,
3834.000,5.33,
3833.000,5.35,
3832.000,5.36,
3831.000,5.37,
3830.000,5.37,
3829.000,5.37,
3828.000,5.38,
3827.000,5.37,
3826.000,5.37,
3825.000,5.35,
3824.000,5.34,
3823.000,5.33,
3822.000,5.31,
3821.000,5.3,
3820.000,5.28,
3819.000,5.26,
3818.000,5.24,
3817.000,5.22,
3816.000,5.19,
3815.000,5.17,
3814.000,5.14,
3813.000,5.12,
3812.000,5.09,
3811.000,5.06,
3810.000,5.03,
3809.000,4.99,
3808.000,4.96,
3807.000,4.92,
3806.000,4.89,
3805.000,4.86,
3804.000,4.82,
3803.000,4.79,
3802.000,4.75,
3801.000,4.71,
3800.000,4.68,
3799.000,4.64,
3798.000,4.61,
3797.000,4.57,
3796.000,4.54,
3795.000,4.5,
3794.000,4.46,
3793.000,4.42,
3792.000,4.39,
3791.000,4.35,
3790.000,4.31,
3789.000,4.27,
3788.000,4.23,
3787.000,4.2,
3786.000,4.16,
3785.000,4.13,
3784.000,4.09,
3783.000,4.06,
3782.000,4.02,
3781.000,3.99,
3780.000,3.95,
3779.000,3.91,
3778.000,3.88,
3777.000,3.85,
3776.000,3.81,
3775.000,3.78,
3774.000,3.75,
3773.000,3.71,
3772.000,3.68,
3771.000,3.64,
3770.000,3.61,
3769.000,3.58,
3768.000,3.55,
3767.000,3.52,
3766.000,3.49,
3765.000,3.46,
3764.000,3.42,
3763.000,3.39,
3762.000,3.36,
3761.000,3.33,
3760.000,3.3,
3759.000,3.27,
3758.000,3.24,
3757.000,3.21,
3756.000,3.18,
3755.000,3.15,
3754.000,3.13,
3753.000,3.1,
3752.000,3.07,
3751.000,3.04,
3750.000,3.01,
3749.000,2.99,
3748.000,2.96,
3747.000,2.93,
3746.000,2.91,
3745.000,2.88,
3744.000,2.85,
3743.000,2.82,
3742.000,2.8,
3741.000,2.77,
3740.000,2.74,
3739.000,2.71,
3738.000,2.69,
3737.000,2.66,
3736.000,2.63,
3735.000,2.6,
3734.000,2.58,
3733.000,2.55,
3732.000,2.52,
3731.000,2.5,
3730.000,2.47,
3729.000,2.45,
3728.000,2.42,
3727.000,2.39,
3726.000,2.37,
3725.000,2.34,
3724.000,2.32,
3723.000,2.29,
3722.000,2.26,
3721.000,2.24,
3720.000,2.21,
3719.000,2.19,
3718.000,2.16,
3717.000,2.14,
3716.000,2.11,
3715.000,2.09,
3714.000,2.07,
3713.000,2.04,
3712.000,2.02,
3711.000,2,
3710.000,1.97,
3709.000,1.95,
3708.000,1.92,
3707.000,1.9,
3706.000,1.88,
3705.000,1.86,
3704.000,1.83,
3703.000,1.81,
3702.000,1.78,
3701.000,1.76,
3700.000,1.74,
3699.000,1.71,
3698.000,1.69,
3697.000,1.67,
3696.000,1.64,
3695.000,1.62,
3694.000,1.6,
3693.000,1.57,
3692.000,1.55,
3691.000,1.53,
3690.000,1.51,
3689.000,1.49,
3688.000,1.47,
3687.000,1.45,
3686.000,1.43,
3685.000,1.41,
3684.000,1.39,
3683.000,1.37,
3682.000,1.35,
3681.000,1.33,
3680.000,1.31,
3679.000,1.29,
3678.000,1.28,
3677.000,1.26,
3676.000,1.24,
3675.000,1.22,
3674.000,1.2,
3673.000,1.19,
3672.000,1.17,
3671.000,1.15,
3670.000,1.13,
3669.000,1.12,
3668.000,1.1,
3667.000,1.08,
3666.000,1.07,
3665.000,1.05,
3664.000,1.04,
3663.000,1.02,
3662.000,1.01,
3661.000,0.99,
3660.000,0.98,
3659.000,0.96,
3658.000,0.95,
3657.000,0.93,
3656.000,0.92,
3655.000,0.9,
3654.000,0.89,
3653.000,0.87,
3652.000,0.86,
3651.000,0.85,
3650.000,0.84,
3649.000,0.83,
3648.000,0.81,
3647.000,0.8,
3646.000,0.79,
3645.000,0.78,
3644.000,0.77,
3643.000,0.76,
3642.000,0.75,
3641.000,0.74,
3640.000,0.73,
3639.000,0.72,
3638.000,0.71,
3637.000,0.7,
3636.000,0.69,
3635.000,0.68,
3634.000,0.67,
3633.000,0.66,
3632.000,0.65,
3631.000,0.64,
3630.000,0.64,
3629.000,0.63,
3628.000,0.62,
3627.000,0.61,
3626.000,0.6,
3625.000,0.6,
3624.000,0.59,
3623.000,0.58,
3622.000,0.57,
3621.000,0.57,
3620.000,0.56,
3619.000,0.55,
3618.000,0.55,
3617.000,0.54,
3616.000,0.53,
3615.000,0.53,
3614.000,0.52,
3613.000,0.52,
3612.000,0.51,
3611.000,0.51,
3610.000,0.5,
3609.000,0.5,
3608.000,0.49,
3607.000,0.49,
3606.000,0.48,
3605.000,0.48,
3604.000,0.47,
3603.000,0.47,
3602.000,0.46,
3601.000,0.46,
3600.000,0.45,
3599.000,0.45,
3598.000,0.44,
3597.000,0.44,
3596.000,0.44,
3595.000,0.43,
3594.000,0.43,
3593.000,0.43,
3592.000,0.42,
3591.000,0.42,
3590.000,0.41,
3589.000,0.41,
3588.000,0.4,
3587.000,0.4,
3586.000,0.4,
3585.000,0.39,
3584.000,0.39,
3583.000,0.39,
3582.000,0.38,
3581.000,0.38,
3580.000,0.38,
3579.000,0.38,
3578.000,0.37,
3577.000,0.37,
3576.000,0.37,
3575.000,0.37,
3574.000,0.36,
3573.000,0.36,
3572.000,0.36,
3571.000,0.35,
3570.000,0.35,
3569.000,0.35,
3568.000,0.35,
3567.000,0.34,
3566.000,0.34,
3565.000,0.34,
3564.000,0.34,
3563.000,0.34,
3562.000,0.33,
3561.000,0.33,
3560.000,0.33,
3559.000,0.33,
3558.000,0.32,
3557.000,0.32,
3556.000,0.32,
3555.000,0.32,
3554.000,0.32,
3553.000,0.32,
3552.000,0.32,
3551.000,0.31,
3550.000,0.31,
3549.000,0.31,
3548.000,0.31,
3547.000,0.31,
3546.000,0.3,
3545.000,0.3,
3544.000,0.3,
3543.000,0.3,
3542.000,0.3,
3541.000,0.3,
3540.000,0.29,
3539.000,0.29,
3538.000,0.29,
3537.000,0.29,
3536.000,0.29,
3535.000,0.29,
3534.000,0.29,
3533.000,0.29,
3532.000,0.29,
3531.000,0.28,
3530.000,0.28,
3529.000,0.28,
3528.000,0.28,
3527.000,0.28,
3526.000,0.28,
3525.000,0.28,
3524.000,0.28,
3523.000,0.28,
3522.000,0.28,
3521.000,0.28,
3520.000,0.28,
3519.000,0.27,
3518.000,0.27,
3517.000,0.27,
3516.000,0.27,
3515.000,0.27,
3514.000,0.27,
3513.000,0.27,
3512.000,0.27,
3511.000,0.27,
3510.000,0.27,
3509.000,0.27,
3508.000,0.26,
3507.000,0.26,
3506.000,0.26,
3505.000,0.26,
3504.000,0.26,
3503.000,0.26,
3502.000,0.26,
3501.000,0.26,
3500.000,0.26,
3499.000,0.26,
3498.000,0.26,
3497.000,0.26,
3496.000,0.26,
3495.000,0.26,
3494.000,0.26,
3493.000,0.26,
3492.000,0.26,
3491.000,0.26,
3490.000,0.26,
3489.000,0.26,
3488.000,0.25,
3487.000,0.25,
3486.000,0.25,
3485.000,0.26,
3484.000,0.26,
3483.000,0.26,
3482.000,0.26,
3481.000,0.25,
3480.000,0.25,
3479.000,0.25,
3478.000,0.25,
3477.000,0.25,
3476.000,0.25,
3475.000,0.25,
3474.000,0.25,
3473.000,0.25,
3472.000,0.25,
3471.000,0.25,
3470.000,0.25,
3469.000,0.25,
3468.000,0.25,
3467.000,0.25,
3466.000,0.25,
3465.000,0.25,
3464.000,0.25,
3463.000,0.25,
3462.000,0.25,
3461.000,0.25,
3460.000,0.25,
3459.000,0.25,
3458.000,0.25,
3457.000,0.25,
3456.000,0.25,
3455.000,0.25,
3454.000,0.25,
3453.000,0.25,
3452.000,0.25,
3451.000,0.25,
3450.000,0.25,
3449.000,0.25,
3448.000,0.25,
3447.000,0.25,
3446.000,0.25,
3445.000,0.25,
3444.000,0.25,
3443.000,0.25,
3442.000,0.26,
3441.000,0.26,
3440.000,0.26,
3439.000,0.26,
3438.000,0.26,
3437.000,0.26,
3436.000,0.26,
3435.000,0.26,
3434.000,0.26,
3433.000,0.26,
3432.000,0.26,
3431.000,0.26,
3430.000,0.27,
3429.000,0.27,
3428.000,0.27,
3427.000,0.27,
3426.000,0.27,
3425.000,0.27,
3424.000,0.27,
3423.000,0.27,
3422.000,0.27,
3421.000,0.27,
3420.000,0.27,
3419.000,0.27,
3418.000,0.27,
3417.000,0.27,
3416.000,0.27,
3415.000,0.27,
3414.000,0.27,
3413.000,0.27,
3412.000,0.27,
3411.000,0.27,
3410.000,0.27,
3409.000,0.27,
3408.000,0.27,
3407.000,0.27,
3406.000,0.28,
3405.000,0.28,
3404.000,0.28,
3403.000,0.28,
3402.000,0.28,
3401.000,0.28,
3400.000,0.28,
3399.000,0.28,
3398.000,0.28,
3397.000,0.28,
3396.000,0.29,
3395.000,0.29,
3394.000,0.29,
3393.000,0.29,
3392.000,0.29,
3391.000,0.29,
3390.000,0.29,
3389.000,0.3,
3388.000,0.3,
3387.000,0.3,
3386.000,0.3,
3385.000,0.3,
3384.000,0.31,
3383.000,0.31,
3382.000,0.31,
3381.000,0.31,
3380.000,0.31,
3379.000,0.32,
3378.000,0.32,
3377.000,0.32,
3376.000,0.32,
3375.000,0.32,
3374.000,0.32,
3373.000,0.33,
3372.000,0.33,
3371.000,0.33,
3370.000,0.33,
3369.000,0.33,
3368.000,0.34,
3367.000,0.34,
3366.000,0.34,
3365.000,0.35,
3364.000,0.35,
3363.000,0.35,
3362.000,0.35,
3361.000,0.35,
3360.000,0.36,
3359.000,0.36,
3358.000,0.36,
3357.000,0.36,
3356.000,0.37,
3355.000,0.37,
3354.000,0.37,
3353.000,0.38,
3352.000,0.38,
3351.000,0.38,
3350.000,0.39,
3349.000,0.39,
3348.000,0.39,
3347.000,0.4,
3346.000,0.4,
3345.000,0.41,
3344.000,0.41,
3343.000,0.41,
3342.000,0.41,
3341.000,0.42,
3340.000,0.42,
3339.000,0.43,
3338.000,0.43,
3337.000,0.43,
3336.000,0.44,
3335.000,0.45,
3334.000,0.45,
3333.000,0.45,
3332.000,0.46,
3331.000,0.46,
3330.000,0.47,
3329.000,0.47,
3328.000,0.48,
3327.000,0.48,
3326.000,0.49,
3325.000,0.49,
3324.000,0.5,
3323.000,0.51,
3322.000,0.52,
3321.000,0.52,
3320.000,0.53,
3319.000,0.53,
3318.000,0.54,
3317.000,0.55,
3316.000,0.55,
3315.000,0.56,
3314.000,0.57,
3313.000,0.58,
3312.000,0.58,
3311.000,0.59,
3310.000,0.6,
3309.000,0.61,
3308.000,0.62,
3307.000,0.63,
3306.000,0.64,
3305.000,0.64,
3304.000,0.65,
3303.000,0.66,
3302.000,0.67,
3301.000,0.68,
3300.000,0.69,
3299.000,0.7,
3298.000,0.71,
3297.000,0.73,
3296.000,0.74,
3295.000,0.75,
3294.000,0.76,
3293.000,0.77,
3292.000,0.78,
3291.000,0.8,
3290.000,0.81,
3289.000,0.82,
3288.000,0.84,
3287.000,0.85,
3286.000,0.87,
3285.000,0.88,
3284.000,0.9,
3283.000,0.91,
3282.000,0.93,
3281.000,0.95,
3280.000,0.96,
3279.000,0.98,
3278.000,1,
3277.000,1.02,
3276.000,1.04,
3275.000,1.06,
3274.000,1.08,
3273.000,1.1,
3272.000,1.12,
3271.000,1.14,
3270.000,1.16,
3269.000,1.19,
3268.000,1.21,
3267.000,1.23,
3266.000,1.25,
3265.000,1.28,
3264.000,1.3,
3263.000,1.32,
3262.000,1.35,
3261.000,1.38,
3260.000,1.4,
3259.000,1.43,
3258.000,1.46,
3257.000,1.49,
3256.000,1.52,
3255.000,1.55,
3254.000,1.57,
3253.000,1.6,
3252.000,1.63,
3251.000,1.67,
3250.000,1.7,
3249.000,1.73,
3248.000,1.76,
3247.000,1.8,
3246.000,1.83,
3245.000,1.86,
3244.000,1.9,
3243.000,1.93,
3242.000,1.97,
3241.000,2.01,
3240.000,2.04,
3239.000,2.08,
3238.000,2.12,
3237.000,2.15,
3236.000,2.19,
3235.000,2.23,
3234.000,2.27,
3233.000,2.3,
3232.000,2.34,
3231.000,2.38,
3230.000,2.42,
3229.000,2.46,
3228.000,2.5,
3227.000,2.54,
3226.000,2.58,
3225.000,2.61,
3224.000,2.65,
3223.000,2.69,
3222.000,2.72,
3221.000,2.76,
3220.000,2.79,
3219.000,2.83,
3218.000,2.86,
3217.000,2.89,
3216.000,2.92,
3215.000,2.95,
3214.000,2.98,
3213.000,3,
3212.000,3.03,
3211.000,3.05,
3210.000,3.07,
3209.000,3.09,
3208.000,3.11,
3207.000,3.13,
3206.000,3.14,
3205.000,3.16,
3204.000,3.17,
3203.000,3.18,
3202.000,3.18,
3201.000,3.19,
3200.000,3.19,
3199.000,3.19,
3198.000,3.2,
3197.000,3.19,
3196.000,3.19,
3195.000,3.19,
3194.000,3.18,
3193.000,3.17,
3192.000,3.16,
3191.000,3.15,
3190.000,3.14,
3189.000,3.12,
3188.000,3.11,
3187.000,3.09,
3186.000,3.08,
3185.000,3.06,
3184.000,3.04,
3183.000,3.02,
3182.000,3,
3181.000,2.98,
3180.000,2.96,
3179.000,2.93,
3178.000,2.91,
3177.000,2.89,
3176.000,2.87,
3175.000,2.84,
3174.000,2.82,
3173.000,2.8,
3172.000,2.77,
3171.000,2.75,
3170.000,2.72,
3169.000,2.7,
3168.000,2.68,
3167.000,2.65,
3166.000,2.62,
3165.000,2.6,
3164.000,2.57,
3163.000,2.55,
3162.000,2.53,
3161.000,2.5,
3160.000,2.48,
3159.000,2.45,
3158.000,2.43,
3157.000,2.4,
3156.000,2.38,
3155.000,2.35,
3154.000,2.33,
3153.000,2.3,
3152.000,2.28,
3151.000,2.25,
3150.000,2.23,
3149.000,2.21,
3148.000,2.18,
3147.000,2.16,
3146.000,2.14,
3145.000,2.11,
3144.000,2.09,
3143.000,2.07,
3142.000,2.05,
3141.000,2.02,
3140.000,2,
3139.000,1.98,
3138.000,1.95,
3137.000,1.93,
3136.000,1.91,
3135.000,1.89,
3134.000,1.87,
3133.000,1.84,
3132.000,1.82,
3131.000,1.8,
3130.000,1.78,
3129.000,1.76,
3128.000,1.74,
3127.000,1.72,
3126.000,1.7,
3125.000,1.68,
3124.000,1.66,
3123.000,1.64,
3122.000,1.62,
3121.000,1.6,
3120.000,1.58,
3119.000,1.56,
3118.000,1.54,
3117.000,1.52,
3116.000,1.5,
3115.000,1.48,
3114.000,1.46,
3113.000,1.44,
3112.000,1.42,
3111.000,1.4,
3110.000,1.38,
3109.000,1.36,
3108.000,1.34,
3107.000,1.32,
3106.000,1.3,
3105.000,1.28,
3104.000,1.27,
3103.000,1.25,
3102.000,1.23,
3101.000,1.21,
3100.000,1.19,
3099.000,1.18,
3098.000,1.16,
3097.000,1.14,
3096.000,1.12,
3095.000,1.11,
3094.000,1.09,
3093.000,1.07,
3092.000,1.06,
3091.000,1.04,
3090.000,1.02,
3089.000,1.01,
3088.000,0.99,
3087.000,0.97,
3086.000,0.96,
3085.000,0.94,
3084.000,0.92,
3083.000,0.91,
3082.000,0.89,
3081.000,0.88,
3080.000,0.86,
3079.000,0.85,
3078.000,0.83,
3077.000,0.81,
3076.000,0.8,
3075.000,0.79,
3074.000,0.77,
3073.000,0.76,
3072.000,0.74,
3071.000,0.73,
3070.000,0.71,
3069.000,0.7,
3068.000,0.69,
3067.000,0.67,
3066.000,0.66,
3065.000,0.65,
3064.000,0.64,
3063.000,0.62,
3062.000,0.61,
3061.000,0.6,
3060.000,0.58,
3059.000,0.57,
3058.000,0.56,
3057.000,0.55,
3056.000,0.54,
3055.000,0.53,
3054.000,0.52,
3053.000,0.51,
3052.000,0.5,
3051.000,0.49,
3050.000,0.48,
3049.000,0.47,
3048.000,0.46,
3047.000,0.45,
3046.000,0.44,
3045.000,0.43,
3044.000,0.43,
3043.000,0.42,
3042.000,0.41,
3041.000,0.4,
3040.000,0.4,
3039.000,0.39,
3038.000,0.38,
3037.000,0.37,
3036.000,0.36,
3035.000,0.36,
3034.000,0.35,
3033.000,0.35,
3032.000,0.34,
3031.000,0.33,
3030.000,0.33,
3029.000,0.32,
3028.000,0.32,
3027.000,0.31,
3026.000,0.31,
3025.000,0.3,
3024.000,0.3,
3023.000,0.29,
3022.000,0.29,
3021.000,0.28,
3020.000,0.28,
3019.000,0.27,
3018.000,0.27,
3017.000,0.26,
3016.000,0.26,
3015.000,0.25,
3014.000,0.25,
3013.000,0.25,
3012.000,0.24,
3011.000,0.24,
3010.000,0.24,
3009.000,0.23,
3008.000,0.23,
3007.000,0.23,
3006.000,0.23,
3005.000,0.22,
3004.000,0.22,
3003.000,0.21,
3002.000,0.21,
3001.000,0.21,
3000.000,0.21,
2999.000,0.2,
2998.000,0.2,
2997.000,0.2,
2996.000,0.19,
2995.000,0.19,
2994.000,0.19,
2993.000,0.19,
2992.000,0.18,
2991.000,0.18,
2990.000,0.18,
2989.000,0.18,
2988.000,0.17,
2987.000,0.17,
2986.000,0.17,
2985.000,0.17,
2984.000,0.16,
2983.000,0.16,
2982.000,0.16,
2981.000,0.16,
2980.000,0.15,
2979.000,0.15,
2978.000,0.15,
2977.000,0.15,
2976.000,0.15,
2975.000,0.14,
2974.000,0.14,
2973.000,0.14,
2972.000,0.14,
2971.000,0.13,
2970.000,0.13,
2969.000,0.13,
2968.000,0.12,
2967.000,0.12,
2966.000,0.12,
2965.000,0.11,
2964.000,0.11,
2963.000,0.11,
2962.000,0.11,
2961.000,0.1,
2960.000,0.1,
2959.000,0.1,
2958.000,0.1,
2957.000,0.09,
2956.000,0.09,
2955.000,0.09,
2954.000,0.09,
2953.000,0.09,
2952.000,0.08,
2951.000,0.08,
2950.000,0.08,
2949.000,0.08,
2948.000,0.08,
2947.000,0.07,
2946.000,0.07,
2945.000,0.07,
2944.000,0.07,
2943.000,0.06,
2942.000,0.06,
2941.000,0.06,
2940.000,0.06,
2939.000,0.06,
2938.000,0.06,
2937.000,0.06,
2936.000,0.06,
2935.000,0.06,
2934.000,0.07,
2933.000,0.07,
2932.000,0.08,
2931.000,0.08,
2930.000,0.08,
2929.000,0.09,
2928.000,0.09,
2927.000,0.1,
2926.000,0.1,
2925.000,0.11,
2924.000,0.11,
2923.000,0.12,
2922.000,0.13,
2921.000,0.13,
2920.000,0.14,
2919.000,0.14,
2918.000,0.15,
2917.000,0.15,
2916.000,0.15,
2915.000,0.16,
2914.000,0.16,
2913.000,0.16,
2912.000,0.16,
2911.000,0.16,
2910.000,0.16,
2909.000,0.16,
2908.000,0.16,
2907.000,0.16,
2906.000,0.16,
2905.000,0.16,
2904.000,0.16,
2903.000,0.16,
2902.000,0.16,
2901.000,0.16,
2900.000,0.16,
2899.000,0.16,
2898.000,0.15,
2897.000,0.15,
2896.000,0.15,
2895.000,0.15,
2894.000,0.15,
2893.000,0.15,
2892.000,0.15,
2891.000,0.15,
2890.000,0.15,
2889.000,0.15,
2888.000,0.14,
2887.000,0.14,
2886.000,0.14,
2885.000,0.14,
2884.000,0.13,
2883.000,0.13,
2882.000,0.13,
2881.000,0.13,
2880.000,0.13,
2879.000,0.13,
2878.000,0.13,
2877.000,0.13,
2876.000,0.12,
2875.000,0.12,
2874.000,0.12,
2873.000,0.12,
2872.000,0.11,
2871.000,0.11,
2870.000,0.11,
2869.000,0.11,
2868.000,0.1,
2867.000,0.1,
2866.000,0.1,
2865.000,0.1,
2864.000,0.1,
2863.000,0.1,
2862.000,0.1,
2861.000,0.1,
2860.000,0.1,
2859.000,0.11,
2858.000,0.11,
2857.000,0.12,
2856.000,0.12,
2855.000,0.13,
2854.000,0.13,
2853.000,0.13,
2852.000,0.14,
2851.000,0.14,
2850.000,0.14,
2849.000,0.14,
2848.000,0.14,
2847.000,0.14,
2846.000,0.15,
2845.000,0.14,
2844.000,0.14,
2843.000,0.14,
2842.000,0.14,
2841.000,0.14,
2840.000,0.14,
2839.000,0.14,
2838.000,0.14,
2837.000,0.14,
2836.000,0.14,
2835.000,0.13,
2834.000,0.13,
2833.000,0.13,
2832.000,0.13,
2831.000,0.13,
2830.000,0.13,
2829.000,0.13,
2828.000,0.13,
2827.000,0.13,
2826.000,0.13,
2825.000,0.13,
2824.000,0.13,
2823.000,0.13,
2822.000,0.13,
2821.000,0.13,
2820.000,0.13,
2819.000,0.13,
2818.000,0.13,
2817.000,0.13,
2816.000,0.13,
2815.000,0.13,
2814.000,0.13,
