Wavelength [nm],Absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,
308.000,1.343773,1.326372,1.350103,1.345007,1.342166,1.335669,1.352691,1.333644,1.33928,1.352293,1.33568,1.350577,1.300935,1.33332,1.304905,1.344011,1.336348,1.324654,1.322869,1.315273,1.32286,1.344599,1.339601,1.324883,1.346775,1.343427,1.317874,1.310412,1.316858,1.330504,1.338429,1.330555,1.305335,1.325012,1.323491,1.32826,1.336175,1.328687,1.321107,1.314837,1.32102,1.312667,1.309677,1.31761,1.299631,1.329397,1.330338,1.306237,1.313924,1.304805,1.325422,1.309685,1.314034,1.302004,1.321676,1.301052,1.291198,1.313058,1.334739,1.29786,1.328512,1.313563,1.313358,1.314464,1.300379,1.30556,1.32759,1.30078,1.310569,1.298486,1.300435,1.310597,1.31922,1.287492,1.287365,1.315505,1.292365,1.305314,1.326369,1.298333,1.298924,1.304561,1.311198,1.310781,1.28709,1.307123,1.29255,1.300941,1.314384,1.282312,1.28838,1.298934,1.299086,1.323212,1.327872,1.319989,1.285633,1.290477,1.319873,1.302145,1.309488,1.320964,1.300847,1.331203,1.303417,1.313625,1.298479,1.298572,1.291046,1.288706,1.311365,1.300187,1.299829,1.279857,1.314725,1.295341,1.310956,1.277415,1.296851,1.30897,1.302021,1.302656,1.281875,1.323562,1.301034,1.30159,1.302801,1.303299,1.30605,1.29729,1.321995,1.308857,1.292391,1.302001,1.297993,1.313865,1.301688,1.309927,1.28407,1.309175,1.299406,1.289746,1.313279,1.30971,1.302661,1.298325,1.293921,1.301303,1.303997,1.29182,1.301408,1.293544,1.27566,1.315226,1.296473,1.309406,1.294912,1.302997,1.299829,1.313472,1.300908,1.306641,1.316788,1.314066,1.304248,1.293987,1.297845,1.300991,1.295346,1.286745,1.290798,1.292615,1.307469,1.299387,1.305896,1.317758,1.292147,1.278937,1.302006,1.310709,1.30275,1.291249,1.309176,1.308598,1.317237,1.307405,1.289412,1.298255,1.299116,1.298952,1.295134,1.296675,1.296207,1.308289,
309.000,1.353808,1.35185,1.319892,1.330299,1.330373,1.351796,1.308608,1.328387,1.327052,1.322961,1.344591,1.310118,1.339014,1.327569,1.351494,1.315447,1.329579,1.332939,1.338226,1.332337,1.326451,1.323793,1.306123,1.312921,1.313027,1.347725,1.31402,1.301208,1.29704,1.326127,1.314762,1.307702,1.322406,1.302348,1.322002,1.326378,1.29669,1.311848,1.315851,1.311488,1.310387,1.32184,1.306668,1.304434,1.284512,1.309862,1.300693,1.29145,1.295246,1.302056,1.300116,1.301794,1.311757,1.291725,1.307951,1.278877,1.310296,1.301692,1.314208,1.294644,1.311153,1.310416,1.288766,1.294391,1.296689,1.293038,1.305706,1.302544,1.319808,1.287927,1.290146,1.292259,1.296518,1.3004,1.294237,1.29046,1.28332,1.323949,1.293756,1.307719,1.297352,1.289213,1.288871,1.301188,1.310749,1.286817,1.298289,1.287643,1.288602,1.314391,1.290585,1.26562,1.301539,1.271311,1.285464,1.290486,1.301954,1.314674,1.326993,1.26686,1.295288,1.277732,1.276463,1.300368,1.29659,1.300465,1.300952,1.296572,1.287874,1.291328,1.29483,1.299602,1.287427,1.306741,1.310524,1.285469,1.313929,1.272328,1.296063,1.280507,1.276021,1.290213,1.286439,1.298722,1.305079,1.287856,1.293801,1.304609,1.299995,1.284867,1.28949,1.292718,1.288547,1.285803,1.30094,1.299523,1.281898,1.290879,1.285964,1.283871,1.29333,1.294527,1.276589,1.274604,1.282928,1.305071,1.299027,1.306962,1.296035,1.288474,1.307268,1.283362,1.276553,1.287347,1.304685,1.315093,1.276163,1.284647,1.287953,1.290893,1.299405,1.27738,1.288659,1.306646,1.297097,1.306294,1.280012,1.298291,1.289658,1.27652,1.281182,1.287594,1.295845,1.273961,1.284584,1.272565,1.268126,1.269132,1.292529,1.28478,1.266791,1.289728,1.294796,1.288661,1.279196,1.292037,1.290131,1.287904,1.29549,1.292228,1.291143,1.280514,1.292945,1.297654,
310.000,1.356215,1.350633,1.344062,1.332137,1.330125,1.376197,1.317084,1.336688,1.342616,1.324302,1.351869,1.312797,1.379418,1.332635,1.340405,1.307254,1.31836,1.316276,1.356091,1.345016,1.330299,1.324353,1.313471,1.322381,1.329565,1.350337,1.318169,1.310104,1.320957,1.319386,1.321075,1.312968,1.326566,1.308083,1.330413,1.323267,1.309844,1.312826,1.299815,1.317192,1.305547,1.32637,1.31716,1.312438,1.316271,1.306921,1.32322,1.320302,1.309755,1.316347,1.30083,1.313546,1.336179,1.297656,1.304316,1.299067,1.317044,1.294847,1.301034,1.302634,1.312936,1.339883,1.302608,1.321928,1.312378,1.294299,1.326901,1.30106,1.312539,1.302155,1.304503,1.293409,1.296794,1.311656,1.30415,1.301139,1.303411,1.340305,1.32058,1.329105,1.30659,1.308778,1.31043,1.3086,1.313111,1.295367,1.308935,1.274024,1.321333,1.320445,1.294154,1.275249,1.2802,1.282023,1.288929,1.279208,1.307067,1.309913,1.307041,1.29034,1.297733,1.28877,1.27889,1.313143,1.300285,1.318906,1.317178,1.309512,1.306518,1.303694,1.30622,1.296543,1.299476,1.300328,1.316217,1.297599,1.321254,1.299763,1.324914,1.28637,1.303158,1.303828,1.289041,1.313107,1.317975,1.314112,1.285874,1.328679,1.307337,1.292029,1.288854,1.315553,1.30865,1.281878,1.298765,1.284312,1.295951,1.304358,1.302654,1.301278,1.311344,1.30542,1.305542,1.288428,1.301849,1.321681,1.289308,1.303644,1.306486,1.301269,1.305516,1.304948,1.298913,1.278332,1.298599,1.319676,1.295853,1.283052,1.301328,1.322751,1.323647,1.295842,1.303164,1.302339,1.300904,1.293258,1.296513,1.293318,1.2873,1.303237,1.288447,1.294655,1.296637,1.293475,1.304986,1.30173,1.290198,1.282567,1.301988,1.286507,1.283988,1.304969,1.3087,1.295946,1.290235,1.301688,1.299306,1.302008,1.303353,1.31231,1.302771,1.285608,1.268521,1.297955,
311.000,1.313863,1.30197,1.309614,1.314517,1.305383,1.322522,1.314737,1.312918,1.299901,1.301661,1.286263,1.310085,1.287306,1.2977,1.268816,1.290313,1.28676,1.291374,1.311011,1.297734,1.301096,1.303339,1.28782,1.300074,1.286509,1.281876,1.287344,1.285044,1.298696,1.290385,1.29539,1.287338,1.278944,1.285318,1.284751,1.274858,1.283283,1.279689,1.283511,1.272455,1.275378,1.28548,1.27861,1.292756,1.285801,1.272293,1.277365,1.28197,1.284107,1.287775,1.289034,1.27104,1.269641,1.267724,1.271424,1.281116,1.265086,1.272087,1.267725,1.277053,1.283253,1.290099,1.278854,1.29451,1.275937,1.26997,1.261169,1.280756,1.264109,1.27013,1.275888,1.275668,1.271018,1.272745,1.265716,1.27237,1.267783,1.284566,1.290516,1.261596,1.268032,1.270597,1.269016,1.271015,1.26844,1.270897,1.275945,1.27468,1.281862,1.262412,1.252585,1.288174,1.26456,1.282369,1.275875,1.275417,1.264287,1.265486,1.271744,1.27201,1.265533,1.244328,1.272499,1.280712,1.266182,1.271393,1.258652,1.252521,1.269827,1.250407,1.274312,1.271144,1.268219,1.265193,1.258525,1.259237,1.258127,1.261065,1.26763,1.277821,1.278324,1.252885,1.268421,1.267022,1.274095,1.266436,1.261549,1.27241,1.268843,1.257091,1.272478,1.270407,1.24781,1.251781,1.26865,1.253426,1.252577,1.253662,1.265127,1.270394,1.268099,1.275498,1.276956,1.269772,1.284018,1.27407,1.250956,1.272661,1.249839,1.255315,1.276167,1.254822,1.269464,1.248819,1.241683,1.27429,1.267968,1.274964,1.275692,1.249145,1.255711,1.262646,1.271211,1.261322,1.259422,1.251044,1.268298,1.262218,1.254729,1.268391,1.260471,1.269261,1.270508,1.276082,1.264874,1.264433,1.276304,1.253832,1.242778,1.261587,1.249775,1.26719,1.25982,1.269398,1.270808,1.267845,1.260279,1.269698,1.244939,1.266344,1.261566,1.258097,1.25729,1.263973,
312.000,1.286521,1.302878,1.294451,1.299129,1.282241,1.28117,1.289492,1.296,1.291679,1.274484,1.292039,1.288441,1.284719,1.269829,1.275402,1.280879,1.281047,1.286336,1.27755,1.277633,1.271743,1.258459,1.278733,1.266881,1.25641,1.271591,1.276954,1.264563,1.264947,1.245705,1.260518,1.261015,1.258661,1.255378,1.249025,1.264001,1.264528,1.26559,1.253321,1.257652,1.279642,1.255269,1.264658,1.250805,1.253382,1.258671,1.254284,1.259909,1.258421,1.257347,1.246047,1.242258,1.233313,1.26336,1.266669,1.26008,1.248825,1.26323,1.243296,1.257497,1.259777,1.263246,1.231295,1.23887,1.246814,1.248442,1.245994,1.254954,1.25579,1.255044,1.255333,1.238337,1.260535,1.250254,1.261357,1.241834,1.244828,1.260534,1.236887,1.245037,1.237799,1.258606,1.235875,1.24018,1.258141,1.239871,1.250627,1.247426,1.230321,1.255547,1.247734,1.236668,1.263771,1.256488,1.241156,1.256005,1.255434,1.249373,1.255187,1.239179,1.24769,1.243505,1.256417,1.245231,1.240792,1.242781,1.238723,1.240322,1.239888,1.247701,1.247165,1.255572,1.246404,1.236364,1.23004,1.24083,1.23675,1.227407,1.247923,1.232687,1.247745,1.227337,1.246503,1.235428,1.245186,1.244583,1.245565,1.237705,1.244701,1.237314,1.261222,1.24326,1.224999,1.233284,1.228364,1.229045,1.243842,1.23841,1.245162,1.240477,1.248499,1.246737,1.236222,1.239201,1.226349,1.23526,1.266993,1.266113,1.243771,1.232888,1.22126,1.237222,1.234697,1.247516,1.226747,1.237628,1.251183,1.230985,1.266407,1.232716,1.230545,1.243571,1.23449,1.245623,1.242183,1.246462,1.238545,1.239391,1.246868,1.250301,1.228444,1.233823,1.240693,1.239298,1.226716,1.233458,1.253777,1.234549,1.227658,1.234114,1.237634,1.222043,1.240529,1.241806,1.23115,1.244973,1.231496,1.23344,1.243251,1.232844,1.237128,1.249915,1.242844,1.228947,
313.000,1.287447,1.288994,1.287017,1.276628,1.289025,1.292455,1.265561,1.279536,1.271211,1.2679,1.287887,1.278656,1.28847,1.272218,1.277056,1.281628,1.268636,1.263587,1.277345,1.267301,1.282551,1.272587,1.254848,1.261964,1.26337,1.258703,1.267388,1.248224,1.268242,1.253983,1.260615,1.273952,1.252294,1.27158,1.264467,1.254251,1.264065,1.264844,1.246546,1.265949,1.264631,1.265225,1.245191,1.252389,1.267372,1.250961,1.253989,1.272562,1.252391,1.241432,1.246604,1.258869,1.264316,1.250593,1.249132,1.241223,1.234316,1.238577,1.255604,1.244423,1.244605,1.258383,1.260763,1.235747,1.247891,1.25317,1.256614,1.25466,1.247784,1.262005,1.240412,1.254043,1.23814,1.254246,1.250176,1.244938,1.262589,1.256087,1.244545,1.252603,1.236342,1.236449,1.260377,1.232858,1.259881,1.235591,1.246614,1.231325,1.257408,1.25036,1.264433,1.229836,1.235363,1.23502,1.236203,1.238045,1.256973,1.237494,1.23177,1.236833,1.246843,1.248044,1.238783,1.235382,1.24268,1.238944,1.258052,1.248215,1.25041,1.244185,1.247683,1.254004,1.251116,1.241051,1.234714,1.242468,1.247732,1.254846,1.251948,1.241428,1.230574,1.234776,1.243577,1.226737,1.244462,1.234148,1.22538,1.253523,1.246205,1.228501,1.232519,1.253787,1.226514,1.236362,1.248029,1.255975,1.241839,1.234471,1.263643,1.223,1.238537,1.241808,1.233355,1.240354,1.227497,1.24331,1.235432,1.244431,1.253886,1.242741,1.249517,1.255486,1.258817,1.261713,1.245872,1.252007,1.245095,1.238768,1.237427,1.254625,1.251625,1.236911,1.23515,1.250288,1.249862,1.241037,1.245411,1.231539,1.234623,1.233692,1.249436,1.229445,1.229592,1.238772,1.239959,1.243765,1.250947,1.22517,1.247427,1.221238,1.244925,1.228648,1.24305,1.231248,1.242911,1.237,1.229992,1.237084,1.239523,1.261077,1.23996,1.228015,1.23321,1.239867,
314.000,1.26244,1.264955,1.273695,1.259449,1.257525,1.265747,1.256408,1.246959,1.249669,1.272258,1.229206,1.256732,1.216343,1.233914,1.226873,1.247085,1.247094,1.245446,1.246932,1.244067,1.23447,1.242796,1.240766,1.232717,1.236515,1.247079,1.244175,1.241898,1.233481,1.238318,1.249393,1.229838,1.235098,1.238223,1.236108,1.216868,1.220811,1.242825,1.222542,1.230357,1.228222,1.23876,1.220695,1.24264,1.240568,1.230229,1.215121,1.241595,1.221571,1.238459,1.24327,1.225202,1.242273,1.215062,1.208989,1.251113,1.226119,1.225793,1.216547,1.231539,1.216141,1.246067,1.209843,1.214651,1.220617,1.225401,1.220838,1.223368,1.226387,1.244256,1.207821,1.218206,1.204897,1.216581,1.218175,1.23268,1.224067,1.220648,1.226459,1.207114,1.226368,1.220106,1.209071,1.218384,1.228011,1.229298,1.209293,1.220396,1.218882,1.21177,1.211257,1.226242,1.209522,1.227607,1.222352,1.221006,1.211288,1.220071,1.212683,1.218169,1.213844,1.226175,1.218176,1.224784,1.22045,1.215596,1.218978,1.214211,1.210842,1.218099,1.221077,1.21207,1.213291,1.208661,1.218816,1.209783,1.220463,1.213771,1.222769,1.225092,1.21213,1.209117,1.222613,1.199058,1.218683,1.222814,1.212067,1.208874,1.222353,1.213841,1.213777,1.227233,1.214796,1.20482,1.214535,1.228137,1.22527,1.213993,1.216345,1.2207,1.215129,1.219238,1.221327,1.222323,1.217983,1.21067,1.206837,1.223949,1.214686,1.204854,1.227726,1.211772,1.202534,1.213075,1.20369,1.218253,1.210432,1.216731,1.215295,1.210293,1.216742,1.218318,1.210222,1.222134,1.212719,1.199832,1.22009,1.201166,1.215233,1.205818,1.218707,1.221994,1.21278,1.222265,1.227068,1.223711,1.221848,1.200027,1.208567,1.221551,1.223953,1.213022,1.206259,1.217307,1.215379,1.213307,1.208476,1.213493,1.213149,1.220582,1.217435,1.229828,1.211104,1.199292,
315.000,1.241646,1.232385,1.237952,1.22658,1.242209,1.227475,1.23203,1.24882,1.240343,1.240869,1.246796,1.22727,1.223848,1.219564,1.232897,1.230193,1.230966,1.232695,1.209414,1.222807,1.2198,1.214634,1.218143,1.211332,1.226315,1.203543,1.224495,1.219065,1.19828,1.210052,1.226606,1.202547,1.219339,1.204061,1.213155,1.215793,1.205882,1.206942,1.218166,1.205363,1.208331,1.222607,1.199543,1.211059,1.206021,1.210571,1.201259,1.208488,1.213038,1.208932,1.19905,1.210505,1.197355,1.217355,1.220377,1.20639,1.189259,1.212997,1.204851,1.194574,1.204021,1.207649,1.195926,1.199289,1.198505,1.199955,1.198788,1.21274,1.197655,1.197598,1.200317,1.210218,1.207523,1.203698,1.195863,1.201964,1.200811,1.202119,1.188581,1.20647,1.200661,1.212518,1.211539,1.188601,1.216846,1.207949,1.180933,1.205834,1.188172,1.214511,1.217206,1.179237,1.218851,1.205208,1.198509,1.188338,1.221462,1.197885,1.201387,1.173578,1.201472,1.19806,1.210486,1.195575,1.191078,1.189082,1.195755,1.196885,1.178195,1.18862,1.194849,1.193751,1.189235,1.193356,1.183372,1.195088,1.198905,1.213195,1.204469,1.202253,1.19303,1.197684,1.201611,1.196812,1.200385,1.200083,1.199199,1.203244,1.200508,1.197498,1.193053,1.184492,1.195277,1.199824,1.201033,1.180658,1.198289,1.201926,1.196689,1.197379,1.204369,1.200398,1.196743,1.180156,1.202586,1.203029,1.191668,1.203423,1.202687,1.202302,1.193294,1.211824,1.17961,1.208238,1.195398,1.19698,1.213866,1.195125,1.187172,1.205526,1.190748,1.211203,1.187329,1.212369,1.194342,1.198098,1.190394,1.188768,1.19322,1.191572,1.197325,1.197104,1.189396,1.194698,1.173808,1.193287,1.211132,1.205409,1.211588,1.181807,1.18954,1.177918,1.194948,1.213844,1.188176,1.189366,1.192104,1.206529,1.187807,1.197724,1.200526,1.198233,1.183663,1.194398,
316.000,1.261384,1.24345,1.253307,1.247682,1.247505,1.260814,1.24614,1.230514,1.240865,1.233104,1.250203,1.231878,1.24882,1.246208,1.242473,1.224922,1.231722,1.221857,1.237462,1.219185,1.230212,1.219885,1.228279,1.248028,1.240088,1.269863,1.239362,1.21874,1.236608,1.231933,1.232278,1.224353,1.229376,1.228801,1.228295,1.225888,1.232777,1.23158,1.245943,1.218054,1.232213,1.230594,1.229352,1.229465,1.226842,1.223991,1.229026,1.237886,1.220754,1.222254,1.229567,1.234883,1.224004,1.214123,1.219166,1.203726,1.224827,1.211104,1.230137,1.217989,1.219815,1.236258,1.234995,1.213555,1.223763,1.221834,1.222793,1.220328,1.221274,1.2066,1.231309,1.220111,1.21518,1.206532,1.217776,1.222685,1.233209,1.228606,1.212336,1.236396,1.227808,1.207625,1.224512,1.209015,1.227201,1.213773,1.211956,1.211881,1.213893,1.225062,1.224957,1.195759,1.210348,1.207391,1.204196,1.193279,1.203681,1.210606,1.214395,1.22366,1.196696,1.214814,1.212015,1.20736,1.218328,1.227475,1.200725,1.20034,1.198764,1.212025,1.218993,1.21415,1.214595,1.204022,1.220717,1.205884,1.219836,1.221678,1.220054,1.203681,1.200935,1.219408,1.210331,1.214422,1.210773,1.237746,1.202819,1.193549,1.219293,1.209985,1.216269,1.212028,1.224529,1.226133,1.213251,1.22895,1.214595,1.206485,1.212675,1.198972,1.216778,1.213153,1.221227,1.210322,1.225776,1.206754,1.190745,1.209852,1.216548,1.204777,1.2221,1.232993,1.221882,1.22719,1.21369,1.224386,1.200446,1.212208,1.1974,1.218166,1.213001,1.207023,1.206732,1.225361,1.209065,1.199641,1.223536,1.209883,1.209635,1.209238,1.220123,1.214405,1.198782,1.200717,1.20552,1.20953,1.204659,1.22233,1.205673,1.214113,1.211021,1.21186,1.230031,1.223548,1.224444,1.198771,1.200305,1.221233,1.211935,1.214989,1.213856,1.208119,1.199822,1.216689,
317.000,1.221405,1.223184,1.222631,1.22046,1.214691,1.203449,1.240026,1.206408,1.216023,1.228894,1.214582,1.233325,1.201738,1.201773,1.218429,1.2258,1.20058,1.209773,1.207728,1.214176,1.218795,1.211428,1.209163,1.209197,1.216154,1.218223,1.211098,1.209453,1.209768,1.215745,1.229447,1.20014,1.210456,1.197149,1.215421,1.208545,1.212461,1.207559,1.203521,1.209705,1.215643,1.209811,1.184433,1.192994,1.208346,1.201662,1.197999,1.206883,1.200761,1.203212,1.208698,1.202288,1.180329,1.192353,1.194356,1.189334,1.198671,1.194283,1.194829,1.183992,1.19326,1.20482,1.194615,1.205047,1.193677,1.210643,1.205298,1.202548,1.20299,1.203858,1.179806,1.213378,1.204997,1.195287,1.197546,1.198013,1.203287,1.201767,1.188984,1.193976,1.194568,1.185697,1.186163,1.179418,1.189378,1.204054,1.195412,1.182438,1.186641,1.177001,1.186688,1.195656,1.180574,1.209659,1.195795,1.193626,1.174807,1.178611,1.19509,1.189296,1.197644,1.179672,1.187222,1.196894,1.185001,1.186907,1.191598,1.194832,1.185844,1.195545,1.188542,1.192778,1.183381,1.168187,1.19282,1.186697,1.188399,1.208958,1.192121,1.209006,1.181597,1.193306,1.190659,1.19807,1.184491,1.187918,1.208478,1.197829,1.189272,1.18639,1.19907,1.184842,1.177125,1.184693,1.178345,1.204171,1.182973,1.185482,1.17503,1.191108,1.182262,1.208379,1.20373,1.1937,1.178772,1.197558,1.187789,1.193705,1.186967,1.178644,1.200169,1.189106,1.199182,1.195035,1.169819,1.192618,1.187581,1.209753,1.195339,1.182419,1.193529,1.194158,1.207442,1.201341,1.199827,1.173188,1.178291,1.187017,1.182372,1.187418,1.188463,1.184205,1.191651,1.181524,1.183189,1.180098,1.216704,1.186433,1.183503,1.198191,1.201286,1.184425,1.1851,1.215139,1.214678,1.194388,1.187274,1.192308,1.19634,1.195424,1.200455,1.186964,1.178289,1.183413,
318.000,1.207821,1.21874,1.193449,1.208444,1.203421,1.214464,1.204371,1.208279,1.184904,1.191444,1.19854,1.19658,1.200482,1.202094,1.203842,1.205834,1.189266,1.215724,1.187838,1.180493,1.190215,1.208539,1.196006,1.183868,1.184989,1.184007,1.190177,1.181254,1.212782,1.189333,1.186889,1.193483,1.18479,1.188062,1.181106,1.194404,1.171906,1.183664,1.183681,1.180916,1.186199,1.18932,1.186778,1.183807,1.166242,1.179274,1.175637,1.193502,1.175885,1.169292,1.171774,1.183863,1.181396,1.198553,1.18754,1.189654,1.176158,1.184802,1.164859,1.178618,1.165988,1.173966,1.173903,1.175968,1.170515,1.180518,1.185685,1.161184,1.167245,1.188759,1.183444,1.182386,1.171849,1.166834,1.170622,1.174437,1.17863,1.18097,1.162518,1.175007,1.170151,1.175259,1.184413,1.169144,1.162012,1.185318,1.185524,1.171095,1.143481,1.192407,1.175988,1.167826,1.17607,1.168333,1.166828,1.176993,1.178633,1.173707,1.185056,1.147124,1.176103,1.169613,1.166343,1.16628,1.165886,1.164406,1.157396,1.167467,1.175447,1.185096,1.177216,1.162944,1.174467,1.174492,1.187817,1.170047,1.173934,1.17754,1.175687,1.164682,1.170903,1.166108,1.179686,1.157021,1.153033,1.165158,1.173079,1.160313,1.168458,1.179568,1.157697,1.165368,1.171538,1.170024,1.172931,1.172051,1.182241,1.176542,1.161157,1.166186,1.183047,1.182985,1.161991,1.162518,1.147173,1.186167,1.181395,1.19046,1.178593,1.193727,1.149771,1.17679,1.161827,1.193616,1.173101,1.179652,1.180839,1.173064,1.167485,1.178417,1.161426,1.173106,1.191521,1.176187,1.172894,1.157442,1.156003,1.171294,1.178857,1.170444,1.17366,1.165836,1.161494,1.174274,1.179128,1.160289,1.178026,1.188159,1.188151,1.17417,1.172112,1.169894,1.177758,1.176576,1.146753,1.172819,1.157691,1.174387,1.176259,1.177354,1.176065,1.175773,1.162395,1.166842,
319.000,1.226329,1.221457,1.226387,1.220884,1.220863,1.242366,1.240588,1.221144,1.22413,1.218905,1.221427,1.218882,1.237597,1.216568,1.217448,1.215266,1.205807,1.192067,1.22995,1.224596,1.220023,1.221304,1.190881,1.215372,1.219712,1.213981,1.204946,1.209154,1.212431,1.216587,1.214579,1.210965,1.215524,1.215404,1.214109,1.215185,1.209041,1.228795,1.215187,1.213974,1.204503,1.219964,1.211329,1.20518,1.219169,1.219797,1.203694,1.2151,1.208992,1.234498,1.203753,1.211298,1.216311,1.202544,1.226398,1.199368,1.194184,1.205092,1.219564,1.201032,1.205184,1.22066,1.214991,1.210127,1.20446,1.214792,1.19635,1.228921,1.199584,1.225039,1.191338,1.199651,1.209314,1.204996,1.205729,1.215105,1.220845,1.191347,1.1898,1.200261,1.201334,1.20023,1.19572,1.20941,1.198768,1.209626,1.190821,1.190123,1.213127,1.193364,1.186301,1.198048,1.185791,1.204076,1.204855,1.190416,1.206017,1.205588,1.196325,1.213362,1.205988,1.200095,1.203753,1.209792,1.198893,1.214033,1.213697,1.203333,1.195772,1.195987,1.226073,1.190063,1.200373,1.186567,1.20694,1.209829,1.210629,1.191895,1.195438,1.194678,1.194828,1.204829,1.205224,1.21905,1.199088,1.199649,1.199759,1.185866,1.225267,1.196574,1.208628,1.204333,1.221206,1.195973,1.219792,1.186551,1.215852,1.181612,1.194424,1.209552,1.205968,1.185502,1.213696,1.194671,1.204065,1.195196,1.182789,1.190827,1.210712,1.191936,1.202525,1.227051,1.209029,1.198172,1.201204,1.19666,1.19191,1.199131,1.19551,1.206245,1.209522,1.177609,1.191246,1.200131,1.189926,1.189947,1.195453,1.186852,1.197335,1.200583,1.215239,1.199459,1.21429,1.201914,1.195889,1.205646,1.205237,1.201887,1.211058,1.215901,1.195244,1.20022,1.210801,1.21451,1.198731,1.185532,1.199802,1.210767,1.19501,1.184695,1.200888,1.186858,1.18504,1.189242,
320.000,1.197488,1.202329,1.178428,1.202366,1.19747,1.207786,1.207867,1.197494,1.20742,1.212134,1.182919,1.212518,1.1831,1.192187,1.16881,1.202146,1.187326,1.201265,1.20279,1.188358,1.188311,1.188384,1.196905,1.187666,1.192874,1.207808,1.197371,1.197482,1.182857,1.164681,1.192472,1.183305,1.178517,1.192597,1.193153,1.192966,1.192397,1.213243,1.188049,1.197814,1.197443,1.197458,1.17846,1.18819,1.179095,1.188173,1.202742,1.197806,1.193121,1.188749,1.193069,1.169137,1.173997,1.172903,1.178306,1.212262,1.202306,1.188048,1.178846,1.178068,1.16916,1.16946,1.18328,1.169772,1.18356,1.192155,1.173364,1.188243,1.178515,1.1976,1.187336,1.187937,1.183261,1.169274,1.164544,1.178638,1.169595,1.173383,1.178477,1.178671,1.159765,1.178589,1.1877,1.188221,1.192617,1.197346,1.187621,1.187538,1.17465,1.163829,1.177857,1.202774,1.187238,1.178748,1.169466,1.182771,1.16942,1.178184,1.173605,1.179124,1.16019,1.17869,1.197283,1.169624,1.197425,1.188408,1.183223,1.193281,1.173714,1.182657,1.173964,1.17372,1.182885,1.177804,1.164724,1.178646,1.173703,1.159221,1.182734,1.169232,1.183359,1.178156,1.183153,1.170082,1.178255,1.183261,1.173991,1.155353,1.174299,1.168784,1.178995,1.183455,1.165112,1.169043,1.19264,1.168327,1.178747,1.177708,1.18341,1.178446,1.178475,1.191924,1.183644,1.178278,1.173831,1.192403,1.163558,1.201204,1.178272,1.182673,1.188531,1.155957,1.18318,1.159294,1.169201,1.164481,1.16411,1.187915,1.168718,1.169134,1.169775,1.159247,1.178379,1.178473,1.187374,1.173738,1.164546,1.159857,1.159452,1.173388,1.174428,1.187724,1.178474,1.155315,1.174293,1.164176,1.169111,1.169086,1.178544,1.164789,1.173791,1.174193,1.178363,1.183294,1.168932,1.178261,1.160751,1.16913,1.187624,1.197538,1.16469,1.168508,1.182898,1.197339,
