,SP_kinetics_test_5um_cavity_11-11-2021_16h34_29s,SP_kinetics_test_5um_cavity_11-11-2021_16h34_47s,SP_kinetics_test_5um_cavity_11-11-2021_16h35_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h35_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h36_17s,SP_kinetics_test_5um_cavity_11-11-2021_16h36_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h37_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h37_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h38_17s,SP_kinetics_test_5um_cavity_11-11-2021_16h38_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h39_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h39_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h40_17s,SP_kinetics_test_5um_cavity_11-11-2021_16h40_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h41_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h41_47s,SP_kinetics_test_5um_cavity_11-11-2021_16h42_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h42_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h43_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h43_47s,SP_kinetics_test_5um_cavity_11-11-2021_16h44_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h44_49s,SP_kinetics_test_5um_cavity_11-11-2021_16h45_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h45_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h46_17s,SP_kinetics_test_5um_cavity_11-11-2021_16h46_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h47_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h47_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h48_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h48_47s,SP_kinetics_test_5um_cavity_11-11-2021_16h49_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h49_47s,SP_kinetics_test_5um_cavity_11-11-2021_16h50_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h50_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h51_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h51_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h52_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h52_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h53_17s,SP_kinetics_test_5um_cavity_11-11-2021_16h53_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h54_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h54_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h55_17s,SP_kinetics_test_5um_cavity_11-11-2021_16h55_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h56_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h56_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h57_19s,SP_kinetics_test_5um_cavity_11-11-2021_16h57_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h58_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h58_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h59_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h59_49s,SP_kinetics_test_5um_cavity_11-11-2021_17h00_17s,SP_kinetics_test_5um_cavity_11-11-2021_17h00_48s,SP_kinetics_test_5um_cavity_11-11-2021_17h01_18s,SP_kinetics_test_5um_cavity_11-11-2021_17h01_48s,SP_kinetics_test_5um_cavity_11-11-2021_17h02_17s,SP_kinetics_test_5um_cavity_11-11-2021_17h02_48s,SP_kinetics_test_5um_cavity_11-11-2021_17h03_18s,SP_kinetics_test_5um_cavity_11-11-2021_17h03_47s,SP_kinetics_test_5um_cavity_11-11-2021_17h04_19s,SP_kinetics_test_5um_cavity_11-11-2021_17h04_48s,SP_kinetics_test_5um_cavity_11-11-2021_17h05_19s,SP_kinetics_test_5um_cavity_11-11-2021_17h05_49s,SP_kinetics_test_5um_cavity_11-11-2021_17h06_17s,SP_kinetics_test_5um_cavity_11-11-2021_17h06_48s,SP_kinetics_test_5um_cavity_11-11-2021_17h07_18s,SP_kinetics_test_5um_cavity_11-11-2021_17h07_48s,SP_kinetics_test_5um_cavity_11-11-2021_17h08_18s,SP_kinetics_test_5um_cavity_11-11-2021_17h08_47s,SP_kinetics_test_5um_cavity_11-11-2021_17h09_18s,SP_kinetics_test_5um_cavity_11-11-2021_17h09_47s,SP_kinetics_test_5um_cavity_11-11-2021_17h10_18s,SP_kinetics_test_5um_cavity_11-11-2021_17h10_48s,SP_kinetics_test_5um_cavity_11-11-2021_17h11_17s,SP_kinetics_test_5um_cavity_11-11-2021_17h11_48s,SP_kinetics_test_5um_cavity_11-11-2021_17h12_18s,SP_kinetics_test_5um_cavity_11-11-2021_17h12_49s,SP_kinetics_test_5um_cavity_11-11-2021_17h13_17s,SP_kinetics_test_5um_cavity_11-11-2021_17h13_48s,SP_kinetics_test_5um_cavity_11-11-2021_17h14_19s,SP_kinetics_test_5um_cavity_11-11-2021_17h14_47s,SP_kinetics_test_5um_cavity_11-11-2021_17h15_18s,SP_kinetics_test_5um_cavity_11-11-2021_17h15_48s,SP_kinetics_test_5um_cavity_11-11-2021_17h16_18s,SP_kinetics_test_5um_cavity_11-11-2021_17h16_47s,SP_kinetics_test_5um_cavity_11-11-2021_17h17_18s,SP_kinetics_test_5um_cavity_11-11-2021_17h17_49s,SP_kinetics_test_5um_cavity_11-11-2021_17h18_18s,SP_kinetics_test_5um_cavity_11-11-2021_17h18_49s,SP_kinetics_test_5um_cavity_11-11-2021_17h19_18s,SP_kinetics_test_5um_cavity_11-11-2021_17h19_48s,SP_kinetics_test_5um_cavity_11-11-2021_17h20_19s,SP_kinetics_test_5um_cavity_11-11-2021_17h20_48s,SP_kinetics_test_5um_cavity_11-11-2021_17h21_17s,SP_kinetics_test_5um_cavity_11-11-2021_17h21_48s,SP_kinetics_test_5um_cavity_11-11-2021_17h22_18s,SP_kinetics_test_5um_cavity_11-11-2021_17h22_48s,SP_kinetics_test_5um_cavity_11-11-2021_17h23_18s,SP_kinetics_test_5um_cavity_11-11-2021_17h23_49s,
6823.843,0.06860159,0.07014068,0.06881133,0.06856261,0.06881427,0.06931584,0.06913744,0.06888682,0.06924377,0.06855404,0.06843412,0.06904216,0.06917986,0.06851152,0.06868148,0.06780098,0.06818092,0.06808411,0.0687782,0.06921154,0.06869163,0.06909683,0.06841107,0.06907162,0.06833135,0.0685582,0.0685486,0.06815853,0.06866132,0.06820467,0.06816965,0.06825677,0.06821576,0.06835266,0.06877162,0.06831465,0.06781573,0.06917699,0.06776996,0.06873783,0.0673393,0.06829325,0.06792662,0.06906826,0.06798683,0.06818196,0.06780417,0.06783523,0.06837512,0.06925845,0.0678839,0.06863476,0.0676588,0.06827112,0.06797697,0.06823602,0.06833722,0.06802265,0.06854487,0.06756749,0.0685941,0.06847469,0.06793187,0.06746606,0.06830826,0.06794075,0.06867984,0.06814229,0.06849167,0.06784738,0.06739686,0.06829122,0.06822145,0.06713864,0.06778583,0.06763945,0.06809317,0.06848107,0.0678558,0.06797422,0.06827995,0.06798005,0.06839537,0.06778405,0.06883977,0.0681742,0.06752134,0.06847872,0.0681574,0.0680811,0.06795976,0.06828384,0.06806623,0.06762207,0.0682597,0.06772318,0.0678623,0.06681523,0.06808047,0.06758238,
6819.985,0.06840345,0.06943225,0.06873733,0.06861255,0.0685351,0.06858297,0.06875875,0.06799629,0.0688971,0.06807705,0.06802928,0.06881046,0.0686287,0.06843577,0.06870104,0.06712731,0.06807081,0.06726678,0.06826911,0.06854475,0.06838065,0.06882925,0.06803138,0.06886271,0.06832027,0.06822766,0.06769495,0.06822564,0.06836045,0.06817619,0.06851089,0.06790829,0.0683144,0.06830323,0.06796677,0.06824984,0.06711508,0.06883997,0.06730772,0.06876767,0.06717099,0.06781555,0.06775605,0.06930088,0.06814872,0.06881345,0.06739382,0.06768034,0.06822644,0.06894401,0.06796227,0.06811485,0.06767356,0.06809765,0.06752209,0.06835534,0.06794856,0.06772865,0.06865299,0.06781263,0.06822719,0.06807514,0.06784007,0.06758068,0.06863052,0.06775709,0.06846853,0.06749707,0.06819204,0.06825516,0.06677166,0.06868736,0.06765256,0.06717531,0.06788477,0.06730053,0.06818439,0.06855311,0.06811302,0.06775515,0.06812873,0.06807429,0.06811204,0.06760003,0.06853274,0.06860845,0.06774065,0.06800686,0.06768622,0.06846282,0.06817219,0.0682397,0.06811814,0.067472,0.06844677,0.06759469,0.06753509,0.06723676,0.0673432,0.06714899,
6816.128,0.06856185,0.06873728,0.06848864,0.06853642,0.06862783,0.06784482,0.06873669,0.06758654,0.06858011,0.06751753,0.06783168,0.06864907,0.06813574,0.06849079,0.0684042,0.06707051,0.06793182,0.06712583,0.06764813,0.06807971,0.06816296,0.06844925,0.0680063,0.06845085,0.0680305,0.0678828,0.0672984,0.06820656,0.06815161,0.06826373,0.06844942,0.06766975,0.06839565,0.06811714,0.06743828,0.0679666,0.06679564,0.0681943,0.06712108,0.06851575,0.06723239,0.06725193,0.06755886,0.06914544,0.06836246,0.06864147,0.06719273,0.06767283,0.06798137,0.06870966,0.06817167,0.06761991,0.06777827,0.06784093,0.06742829,0.06829955,0.0676524,0.0676232,0.06878176,0.06820192,0.06773393,0.06766262,0.06788838,0.06786793,0.06868893,0.06745448,0.06861313,0.06728071,0.06786596,0.06870694,0.06669781,0.06864133,0.06736531,0.06733136,0.06849096,0.06723867,0.06823006,0.06827213,0.06815129,0.06783512,0.06800348,0.06810062,0.06804151,0.06788045,0.06825556,0.06885158,0.06801835,0.06770736,0.06715839,0.06852011,0.06824415,0.06777063,0.06812879,0.06743221,0.0683011,0.06751515,0.06727114,0.06762742,0.0671078,0.06735941,
6812.270,0.06888928,0.06835381,0.06826954,0.06811065,0.06867696,0.06746785,0.06854787,0.06750624,0.06806032,0.06736355,0.06743462,0.0682577,0.06754708,0.06831039,0.06797978,0.06719863,0.06796026,0.0675773,0.06730797,0.06770691,0.06803101,0.06829665,0.06794189,0.06764243,0.06797937,0.06760398,0.0671574,0.06816058,0.06806552,0.0681747,0.06814043,0.06750881,0.06831899,0.06811455,0.06705502,0.06761346,0.06700572,0.06758197,0.06713296,0.06809446,0.06739688,0.06682684,0.06757207,0.06840405,0.06845316,0.06798863,0.06754453,0.0677133,0.06773733,0.0685833,0.06819868,0.06748446,0.0679327,0.06778628,0.06759387,0.068138,0.06764343,0.06751318,0.06849974,0.06841502,0.06756905,0.06765117,0.06779433,0.06797831,0.06843752,0.06704637,0.06876883,0.06756964,0.06753244,0.06881768,0.06716833,0.0683868,0.06787416,0.06739698,0.06872424,0.06730747,0.06797852,0.06785818,0.06817084,0.06807569,0.06772168,0.06826828,0.06817411,0.06826273,0.06824125,0.06853969,0.0682026,0.06752751,0.06710226,0.06856855,0.06814928,0.06730376,0.06869575,0.06743872,0.06808969,0.06762344,0.06723083,0.06762438,0.06738444,0.06767956,
6808.413,0.06875173,0.06822634,0.06844069,0.06766944,0.06853705,0.06769557,0.0679454,0.06778643,0.06758421,0.06751784,0.06722619,0.06758479,0.0671369,0.06778944,0.06775936,0.06720001,0.06817923,0.06794781,0.06757053,0.06738801,0.06785268,0.06837083,0.06768066,0.06725322,0.06809255,0.0675616,0.06692027,0.06814901,0.067982,0.06782813,0.06820396,0.0675072,0.06810802,0.0684467,0.0671194,0.06742408,0.0675916,0.06734449,0.06745926,0.06790481,0.06754232,0.06700581,0.0678236,0.06796362,0.06843138,0.06787608,0.06804701,0.06758378,0.06779296,0.06862415,0.06825791,0.0677796,0.06818645,0.06819803,0.06797666,0.0679238,0.06792337,0.06755164,0.0680303,0.06828177,0.06758634,0.06785529,0.06785215,0.06805646,0.06825068,0.06695843,0.06885594,0.06792501,0.06769033,0.06852891,0.06783545,0.06833462,0.06889457,0.06752825,0.06860024,0.06776333,0.0678401,0.06779018,0.06833873,0.06827842,0.06747166,0.06866847,0.06847657,0.06853567,0.06842553,0.06804168,0.06864201,0.06773466,0.06752476,0.06881803,0.0684512,0.06759948,0.0694598,0.06779359,0.06805771,0.06786859,0.06758333,0.06762876,0.06799368,0.06798613,
6804.555,0.06779365,0.06806325,0.06867384,0.06740977,0.0681711,0.06783986,0.06711232,0.06791815,0.06749565,0.06762222,0.06748372,0.06721564,0.06720466,0.06749331,0.0676676,0.0672975,0.06826597,0.06807268,0.06807406,0.06730504,0.06768176,0.06856648,0.06744722,0.06780459,0.06788746,0.06751821,0.06683498,0.06830729,0.0678478,0.06754878,0.06855253,0.06780744,0.06796693,0.06851725,0.06770692,0.06739656,0.06822205,0.06756319,0.06803704,0.06799037,0.06775744,0.06759461,0.06817102,0.06819517,0.06835154,0.06826905,0.06840957,0.06758316,0.06809081,0.06854584,0.06843106,0.06823065,0.06837411,0.0686198,0.06841023,0.06767825,0.06839152,0.06802329,0.06782561,0.06799994,0.06765368,0.06777733,0.06804247,0.068369,0.06844832,0.06773105,0.06887351,0.06809741,0.06849124,0.06823429,0.06807891,0.06864442,0.06947073,0.06793962,0.06862512,0.06845725,0.06813122,0.06811488,0.06849726,0.06848567,0.06763717,0.06887598,0.06897855,0.06890003,0.06878948,0.06812017,0.06918666,0.0682196,0.06827497,0.06908473,0.06914878,0.06843049,0.06945898,0.06858956,0.06796212,0.06805837,0.06839979,0.06798825,0.06875341,0.0685569,
6800.698,0.06678162,0.06779359,0.06847907,0.06730577,0.0675798,0.06759568,0.06685999,0.06766117,0.06765954,0.068024,0.06777071,0.06748716,0.06774908,0.06784782,0.0675499,0.06759021,0.0681411,0.06817025,0.06830491,0.06756408,0.06790252,0.06884121,0.06766937,0.06854151,0.06781656,0.06751762,0.06747381,0.06860354,0.06793475,0.06777953,0.06897075,0.06842823,0.06809339,0.06809666,0.06820783,0.06751142,0.06858842,0.06788323,0.06855728,0.06828023,0.06801358,0.06801483,0.06861092,0.06847327,0.06855649,0.06844009,0.06878295,0.06770712,0.06831049,0.06823616,0.06864442,0.06848385,0.06858454,0.06895619,0.06871665,0.06781243,0.06882088,0.06868768,0.06809408,0.06813354,0.06795989,0.06774602,0.06818251,0.06868748,0.06903247,0.06899779,0.06881184,0.06853737,0.06908529,0.06845418,0.06799358,0.06921449,0.06938542,0.0685371,0.06883212,0.06885485,0.06874557,0.06853932,0.06872222,0.06879958,0.06818663,0.06911843,0.06949139,0.06932191,0.06940759,0.06891418,0.06944427,0.06843571,0.06928248,0.06922033,0.06974941,0.06893281,0.06910964,0.06939115,0.0680936,0.06829163,0.0693726,0.06851,0.06928135,0.06917316,
6796.841,0.06669217,0.0675833,0.06800292,0.06744108,0.06710678,0.06769383,0.06760468,0.06774587,0.06778952,0.06868692,0.06786112,0.06809673,0.06811555,0.06841338,0.06734683,0.06784693,0.06819303,0.06850372,0.06815007,0.06786952,0.06857662,0.06904121,0.06824252,0.06879362,0.06831457,0.06783656,0.06854057,0.0687557,0.06829899,0.06849972,0.06926858,0.06885213,0.06847331,0.06797495,0.06839631,0.06791218,0.06881627,0.0681812,0.06877276,0.06855212,0.06830601,0.06828411,0.06925898,0.06849676,0.0691459,0.06840106,0.06928292,0.0678435,0.06851324,0.06815143,0.06882033,0.06860486,0.06897286,0.06961257,0.06915496,0.06852531,0.06902277,0.06928833,0.06884031,0.06893869,0.06846327,0.068314,0.06862734,0.06884957,0.06973862,0.06965186,0.06886608,0.06933954,0.06890307,0.06911018,0.06834084,0.06972109,0.06936464,0.06900948,0.06920571,0.06911069,0.06943268,0.06907407,0.06927251,0.06929611,0.06894527,0.06972975,0.07001944,0.06972612,0.06999747,0.06989022,0.06955398,0.06844998,0.07011393,0.06952233,0.07010421,0.06927072,0.06925092,0.06978512,0.06900913,0.06861407,0.07017204,0.06897481,0.06956431,0.06973054,
6792.983,0.06732273,0.06761886,0.06774621,0.06789213,0.0670425,0.06820878,0.06856094,0.06810499,0.06791242,0.06891354,0.06793701,0.06877337,0.06822105,0.068646,0.06742255,0.06804347,0.06863724,0.06906318,0.0680254,0.06807851,0.06907652,0.06908979,0.06846958,0.06877209,0.06891152,0.06842916,0.06908254,0.06879027,0.06876233,0.06897646,0.06931219,0.06901817,0.06891364,0.06867109,0.0686676,0.06864689,0.06928993,0.06877964,0.06887734,0.06889957,0.06872857,0.06880806,0.07004634,0.06860246,0.06949524,0.06854438,0.06969501,0.0684063,0.06899021,0.0685714,0.06902441,0.06900597,0.06927513,0.07017955,0.06982622,0.06941549,0.06911941,0.06980837,0.06954199,0.0698107,0.06900101,0.06922072,0.06922466,0.06921729,0.07010769,0.06973628,0.06940996,0.06988306,0.06871091,0.06982392,0.06925848,0.0699377,0.06976479,0.06927038,0.06991145,0.06962623,0.06991396,0.06986679,0.06995255,0.07006275,0.06983037,0.07041171,0.07064559,0.07022242,0.07034599,0.07051586,0.06979987,0.06884415,0.0704527,0.07035381,0.07052404,0.07023465,0.06989267,0.07004641,0.07023618,0.06906725,0.07057346,0.06963332,0.07008579,0.07050564,
6789.126,0.06778607,0.06806702,0.0679168,0.06827807,0.06751136,0.06834729,0.06896812,0.06826413,0.0684182,0.06866671,0.06828182,0.06931923,0.06870592,0.06870781,0.06829117,0.06851798,0.06914656,0.06947769,0.06845581,0.06854521,0.06935497,0.06907247,0.06837364,0.06868643,0.06934746,0.0691295,0.06919204,0.06895814,0.06922621,0.06879236,0.06935003,0.06960449,0.06945165,0.06969824,0.06918795,0.0694676,0.06984332,0.06962101,0.06927423,0.06950864,0.06929332,0.06969269,0.07055681,0.06906061,0.06943062,0.06913498,0.06982067,0.06933621,0.0697861,0.06927316,0.06936254,0.0698063,0.06948357,0.07015031,0.07034849,0.07010236,0.06947414,0.07023928,0.06983192,0.07011575,0.06945316,0.07009624,0.06962531,0.06986936,0.07020257,0.07036421,0.07058413,0.07029061,0.06933063,0.0706528,0.07020566,0.06996506,0.07046291,0.06962157,0.07063868,0.07034093,0.07030734,0.07069714,0.07044676,0.07095325,0.07074767,0.07099533,0.07134965,0.07082541,0.07061105,0.07083281,0.07021458,0.06967162,0.07075607,0.07156201,0.07110742,0.07152822,0.07090332,0.07055457,0.07105838,0.0698015,0.07067659,0.07060324,0.07089059,0.07127871,
6785.268,0.06805932,0.06862695,0.06831999,0.0685789,0.06841071,0.06808984,0.0691429,0.06874001,0.0693171,0.06866357,0.06900413,0.06962996,0.06927802,0.06895366,0.06942312,0.06945973,0.06972474,0.06965332,0.06931128,0.06929229,0.06978152,0.06912093,0.06852002,0.06872673,0.06980867,0.06985021,0.06963039,0.06949213,0.06977309,0.06872911,0.06981446,0.0705324,0.07026049,0.07036162,0.06983396,0.07027917,0.0702249,0.07034846,0.06996138,0.07005008,0.0699811,0.07058486,0.07059065,0.06982072,0.06967764,0.07037993,0.07012612,0.07016429,0.07065677,0.07010837,0.06979441,0.07064385,0.07005747,0.07015151,0.07072421,0.07057933,0.07022468,0.07082337,0.07021023,0.07025965,0.07005281,0.07095508,0.07032876,0.0706799,0.07070698,0.07153486,0.07162053,0.07125259,0.07045837,0.07153765,0.07087336,0.07029114,0.07134198,0.07029637,0.07115912,0.07105408,0.07093937,0.07144189,0.0711029,0.07169773,0.07170358,0.07142292,0.07210427,0.07146373,0.07096605,0.07139752,0.07086455,0.07057519,0.07157933,0.0726552,0.07143144,0.07228279,0.07203713,0.07123913,0.07148587,0.07084293,0.07118008,0.07156835,0.07156514,0.07171267,
6781.411,0.06868717,0.06881934,0.06887975,0.06919249,0.06915755,0.06837855,0.06951685,0.06964397,0.06988963,0.06922084,0.06989127,0.06991467,0.06941848,0.0693426,0.06992652,0.07044514,0.07057647,0.0698399,0.07009032,0.06990381,0.07026926,0.06950869,0.06927168,0.06940213,0.0704123,0.07055352,0.0703363,0.07033327,0.07040448,0.06966567,0.0709393,0.07129446,0.07102736,0.07061978,0.07048638,0.07101399,0.07065719,0.07094862,0.0707089,0.07050563,0.07086619,0.07109176,0.07080433,0.07065846,0.07043591,0.07169375,0.07101004,0.07099198,0.07132205,0.07109484,0.07060917,0.07124546,0.07103807,0.07081181,0.07130478,0.07106888,0.07136485,0.07170383,0.07110417,0.07095467,0.07121442,0.07169814,0.07151613,0.07191738,0.07166148,0.0724125,0.07173754,0.07250188,0.07158042,0.07221469,0.07153307,0.07122086,0.07218623,0.07133814,0.07179537,0.07187773,0.07189287,0.0722388,0.07231471,0.07239202,0.07265437,0.071687,0.07258368,0.07210257,0.07152551,0.07241138,0.07188875,0.0716795,0.07283624,0.07340674,0.07161142,0.07257405,0.07282282,0.0721659,0.07188946,0.07202177,0.0724399,0.07248205,0.07230934,0.07207346,
6777.553,0.06961939,0.06899784,0.06961232,0.06978265,0.06969644,0.06951269,0.07004028,0.07041088,0.06990697,0.06995419,0.07073532,0.07025602,0.06977375,0.06989519,0.07021488,0.071098,0.07142542,0.07020655,0.07085625,0.07043353,0.07102741,0.07045434,0.07075831,0.07063083,0.07110593,0.07115117,0.07116845,0.0711032,0.07085477,0.07129577,0.07210194,0.07194442,0.07140807,0.07105281,0.07107094,0.0715,0.07134047,0.0715576,0.07153054,0.07130989,0.07194693,0.07136419,0.07188799,0.07152098,0.07147527,0.07236228,0.07200588,0.07202144,0.07169519,0.07216652,0.07182167,0.07185197,0.07210998,0.07171389,0.0721449,0.07172691,0.07287873,0.07265254,0.07234168,0.07213344,0.07268114,0.07213222,0.07277744,0.07337819,0.07237886,0.07301094,0.07177569,0.07325781,0.07269753,0.07282755,0.07253139,0.07232328,0.07298101,0.07271683,0.07265976,0.07299458,0.07295689,0.07297567,0.07374285,0.07320786,0.07345863,0.07233856,0.07292506,0.07280516,0.07251719,0.07332772,0.07319938,0.07307859,0.07409976,0.07403199,0.07240605,0.0730659,0.07323494,0.07341411,0.07261176,0.07304521,0.07377996,0.07349488,0.07348639,0.07276573,
6773.696,0.07047293,0.06981258,0.07020686,0.07005776,0.07053784,0.07060987,0.07081825,0.07087783,0.0700379,0.07067968,0.07153011,0.07072125,0.0708847,0.07071436,0.07106116,0.0715086,0.07208068,0.07093871,0.0718791,0.07110991,0.07213666,0.07168715,0.07231741,0.07175141,0.07170782,0.07165233,0.0722539,0.07169767,0.07121831,0.07271224,0.07272355,0.07263891,0.07187397,0.07210865,0.07196188,0.07203871,0.07228635,0.07230528,0.0724675,0.07235726,0.07295442,0.07179762,0.07323302,0.07271309,0.07287188,0.07271312,0.07280684,0.07309408,0.07220862,0.07328068,0.07270178,0.0729145,0.07324666,0.07245878,0.0730674,0.07260675,0.07420646,0.07351522,0.07361174,0.07318443,0.07384697,0.072556,0.07407931,0.07440814,0.07287882,0.07381982,0.0727979,0.07371529,0.07379986,0.07362121,0.07391357,0.07330403,0.07378223,0.07410163,0.07373061,0.07440496,0.07388777,0.07374556,0.07488384,0.07409617,0.07417922,0.07369832,0.07384772,0.07385809,0.07387366,0.07380833,0.07453433,0.07424425,0.07513712,0.07480097,0.07383078,0.07419439,0.07369146,0.07467223,0.07371368,0.074191,0.07459312,0.07460498,0.07477249,0.07393515,
6769.838,0.07108365,0.07094768,0.07058795,0.07050772,0.07138366,0.07121724,0.07187453,0.07144321,0.07078701,0.07157528,0.07224838,0.07156204,0.07204793,0.071701,0.07229175,0.07204152,0.07253163,0.07202536,0.07277139,0.0720077,0.07307519,0.07261988,0.0732108,0.0725719,0.07231735,0.07233831,0.07316028,0.07236078,0.0720176,0.07356111,0.07340489,0.07339469,0.07297555,0.07350343,0.07348204,0.07296228,0.07326738,0.0733391,0.07341404,0.07331225,0.07392742,0.07256338,0.07395022,0.07422892,0.07440184,0.07329705,0.07362963,0.07405563,0.07336692,0.07442349,0.07317357,0.07432702,0.07438605,0.07334687,0.07394762,0.07377924,0.07497842,0.07433485,0.07476694,0.07381313,0.07464328,0.07344601,0.0755079,0.07504594,0.0740065,0.07479571,0.0742607,0.07466363,0.07466614,0.07463101,0.07544104,0.07445858,0.0745607,0.07517406,0.07497687,0.07578634,0.07481729,0.07493268,0.07570559,0.07516205,0.07515208,0.07525455,0.07520825,0.07531958,0.07516918,0.07437015,0.07564277,0.07511511,0.07611346,0.07572501,0.07529406,0.07579406,0.07462284,0.07570761,0.07504129,0.07584652,0.07534578,0.07572383,0.07599146,0.07534613,
6765.981,0.07152504,0.07172281,0.07117888,0.07124525,0.07174021,0.07200895,0.07280776,0.07249571,0.07202958,0.07261923,0.07278513,0.0726724,0.07274538,0.07278381,0.0734969,0.07317877,0.07300574,0.07314348,0.07338782,0.07323339,0.07383124,0.07332048,0.07370624,0.0734053,0.0732258,0.07344063,0.07369794,0.07330981,0.07331921,0.07430243,0.07451555,0.07414359,0.07434123,0.07468282,0.07507813,0.07421116,0.07416764,0.0745805,0.07449184,0.07438268,0.07523923,0.07381605,0.07450615,0.07551698,0.07560045,0.07421512,0.07470829,0.0749148,0.074947,0.07553765,0.07411478,0.07566985,0.07536631,0.07460566,0.07486621,0.07517546,0.07578901,0.07529511,0.07584885,0.074528,0.07552451,0.07485356,0.07680649,0.07589791,0.07581347,0.07562073,0.0755822,0.07610515,0.07531036,0.07578336,0.07651991,0.0758515,0.07549781,0.07614513,0.0762878,0.07672561,0.07586594,0.07617923,0.076525,0.07665071,0.07647345,0.07658952,0.0766971,0.07676601,0.07625323,0.07556718,0.07659314,0.07617481,0.07737879,0.07678492,0.07652079,0.07726092,0.07609256,0.07677133,0.07655498,0.07741503,0.07668933,0.07680135,0.07727017,0.07659931,
6762.123,0.07203232,0.07232805,0.07221866,0.07203601,0.07214946,0.07327929,0.07349411,0.07363233,0.07324778,0.073723,0.07329289,0.07388759,0.07353942,0.0737686,0.0746127,0.07470669,0.07398333,0.07441172,0.07448667,0.07448814,0.07481235,0.07446817,0.07452706,0.07445317,0.07446488,0.07483096,0.07450705,0.07461353,0.07474843,0.07523058,0.07565097,0.07511149,0.07557374,0.07577635,0.0760387,0.07570799,0.07545613,0.07590523,0.07583829,0.07574392,0.07677957,0.07553043,0.07556436,0.07641029,0.07650887,0.07546013,0.07610994,0.07609061,0.07648329,0.07666336,0.07571872,0.07698854,0.0765574,0.07612098,0.0759712,0.07659671,0.07686265,0.07657339,0.07701751,0.07587706,0.07689091,0.07662845,0.07768956,0.0772175,0.07759251,0.07646789,0.07700337,0.07762082,0.07620665,0.07699802,0.07708506,0.07724512,0.07666197,0.0774284,0.07773598,0.07767113,0.0768649,0.07703387,0.07762334,0.07847458,0.07789559,0.07775345,0.07839055,0.07795972,0.07720955,0.07724459,0.07779119,0.07757986,0.07893768,0.07804903,0.07787148,0.07854619,0.07778908,0.07825115,0.07812483,0.07859023,0.07833427,0.07812066,0.0785884,0.07791053,
6758.266,0.07290246,0.07324126,0.07337905,0.07298821,0.07324819,0.07453641,0.07420436,0.07435122,0.07420526,0.0750195,0.07406422,0.07517884,0.07493185,0.07463907,0.07556919,0.07594657,0.07524741,0.07602846,0.07619555,0.07554918,0.07590958,0.07604153,0.07600955,0.07578541,0.07600681,0.07623481,0.07602567,0.07618931,0.07630163,0.0761364,0.07669342,0.07665713,0.07687495,0.07729419,0.07655779,0.07727451,0.07728259,0.0772308,0.07724483,0.07703581,0.07799098,0.07727648,0.0768529,0.07745029,0.07764036,0.07694638,0.07775351,0.07787406,0.07790265,0.07791862,0.07740988,0.07835559,0.07822739,0.07781526,0.07729913,0.07790895,0.07787637,0.07801077,0.07829582,0.07761151,0.07864425,0.07847077,0.07832193,0.0787581,0.07907792,0.07784766,0.07853775,0.07907914,0.07767595,0.07830176,0.0781281,0.07872659,0.07811678,0.07904949,0.07929024,0.07928853,0.07793097,0.07819064,0.07899456,0.08012339,0.07941183,0.07889838,0.07977152,0.07925077,0.07842934,0.07896314,0.07927983,0.07921817,0.08040571,0.079458,0.0797379,0.07994144,0.07958592,0.08002814,0.07942407,0.07997074,0.07976436,0.07990292,0.08004005,0.0796264,
