,d2o 109 By Administrator Date Wednesday. December 15 2021,
6532.000,3.70536,
6531.000,3.68499,
6530.000,3.66005,
6529.000,3.63377,
6528.000,3.6109,
6527.000,3.59214,
6526.000,3.57455,
6525.000,3.55694,
6524.000,3.54153,
6523.000,3.52955,
6522.000,3.51835,
6521.000,3.50453,
6520.000,3.48778,
6519.000,3.46976,
6518.000,3.45117,
6517.000,3.4319,
6516.000,3.41265,
6515.000,3.39443,
6514.000,3.37743,
6513.000,3.36185,
6512.000,3.34831,
6511.000,3.33591,
6510.000,3.32172,
6509.000,3.30463,
6508.000,3.28809,
6507.000,3.27617,
6506.000,3.26761,
6505.000,3.25714,
6504.000,3.24243,
6503.000,3.22649,
6502.000,3.21261,
6501.000,3.20003,
6500.000,3.18653,
6499.000,3.17268,
6498.000,3.16111,
6497.000,3.15235,
6496.000,3.14369,
6495.000,3.13246,
6494.000,3.11898,
6493.000,3.10583,
6492.000,3.09506,
6491.000,3.08681,
6490.000,3.08017,
6489.000,3.07427,
6488.000,3.06823,
6487.000,3.0606,
6486.000,3.04972,
6485.000,3.03512,
6484.000,3.01807,
6483.000,3.00055,
6482.000,2.98396,
6481.000,2.96888,
6480.000,2.95574,
6479.000,2.9452,
6478.000,2.93776,
6477.000,2.93278,
6476.000,2.92801,
6475.000,2.92086,
6474.000,2.91068,
6473.000,2.89963,
6472.000,2.89034,
6471.000,2.88302,
6470.000,2.87575,
6469.000,2.86708,
6468.000,2.85737,
6467.000,2.84758,
6466.000,2.83825,
6465.000,2.82979,
6464.000,2.82264,
6463.000,2.81676,
6462.000,2.81195,
6461.000,2.80865,
6460.000,2.80709,
6459.000,2.80548,
6458.000,2.80085,
6457.000,2.79258,
6456.000,2.78352,
6455.000,2.77675,
6454.000,2.77238,
6453.000,2.76867,
6452.000,2.76478,
6451.000,2.76098,
6450.000,2.75725,
6449.000,2.75324,
6448.000,2.74912,
6447.000,2.74527,
6446.000,2.74137,
6445.000,2.73693,
6444.000,2.73226,
6443.000,2.72805,
6442.000,2.72453,
6441.000,2.72174,
6440.000,2.72029,
6439.000,2.72119,
6438.000,2.72492,
6437.000,2.73071,
6436.000,2.73628,
6435.000,2.73864,
6434.000,2.7364,
6433.000,2.73162,
6432.000,2.72823,
6431.000,2.72816,
6430.000,2.7302,
6429.000,2.73283,
6428.000,2.73615,
6427.000,2.74021,
6426.000,2.74325,
6425.000,2.74364,
6424.000,2.74245,
6423.000,2.74241,
6422.000,2.7449,
6421.000,2.74945,
6420.000,2.75517,
6419.000,2.76112,
6418.000,2.76569,
6417.000,2.76744,
6416.000,2.76691,
6415.000,2.7666,
6414.000,2.7689,
6413.000,2.77454,
6412.000,2.78267,
6411.000,2.79155,
6410.000,2.7995,
6409.000,2.80576,
6408.000,2.81071,
6407.000,2.81551,
6406.000,2.82199,
6405.000,2.83259,
6404.000,2.84835,
6403.000,2.86638,
6402.000,2.88107,
6401.000,2.88921,
6400.000,2.89273,
6399.000,2.89559,
6398.000,2.89979,
6397.000,2.90596,
6396.000,2.91568,
6395.000,2.93036,
6394.000,2.94857,
6393.000,2.96696,
6392.000,2.98386,
6391.000,3.00007,
6390.000,3.0163,
6389.000,3.03196,
6388.000,3.04658,
6387.000,3.06061,
6386.000,3.07441,
6385.000,3.08763,
6384.000,3.10038,
6383.000,3.11384,
6382.000,3.12948,
6381.000,3.14807,
6380.000,3.1693,
6379.000,3.19195,
6378.000,3.21459,
6377.000,3.23688,
6376.000,3.25949,
6375.000,3.2824,
6374.000,3.30427,
6373.000,3.32471,
6372.000,3.34597,
6371.000,3.37052,
6370.000,3.39763,
6369.000,3.42431,
6368.000,3.4491,
6367.000,3.47274,
6366.000,3.49524,
6365.000,3.51512,
6364.000,3.5326,
6363.000,3.55128,
6362.000,3.57494,
6361.000,3.60375,
6360.000,3.63516,
6359.000,3.66738,
6358.000,3.70006,
6357.000,3.73209,
6356.000,3.76133,
6355.000,3.78745,
6354.000,3.81331,
6353.000,3.84213,
6352.000,3.87431,
6351.000,3.90828,
6350.000,3.94363,
6349.000,3.98103,
6348.000,4.01937,
6347.000,4.05583,
6346.000,4.08983,
6345.000,4.12432,
6344.000,4.16156,
6343.000,4.19974,
6342.000,4.23622,
6341.000,4.27215,
6340.000,4.31042,
6339.000,4.35043,
6338.000,4.3886,
6337.000,4.42412,
6336.000,4.46033,
6335.000,4.49955,
6334.000,4.54016,
6333.000,4.57982,
6332.000,4.61861,
6331.000,4.65768,
6330.000,4.69729,
6329.000,4.73777,
6328.000,4.77989,
6327.000,4.82324,
6326.000,4.8666,
6325.000,4.91062,
6324.000,4.95742,
6323.000,5.00637,
6322.000,5.05385,
6321.000,5.09836,
6320.000,5.14269,
6319.000,5.18902,
6318.000,5.23566,
6317.000,5.28096,
6316.000,5.32707,
6315.000,5.37661,
6314.000,5.42842,
6313.000,5.48001,
6312.000,5.53173,
6311.000,5.58514,
6310.000,5.63955,
6309.000,5.69343,
6308.000,5.74742,
6307.000,5.80252,
6306.000,5.85727,
6305.000,5.90994,
6304.000,5.96184,
6303.000,6.01523,
6302.000,6.06959,
6301.000,6.12346,
6300.000,6.1784,
6299.000,6.23725,
6298.000,6.29946,
6297.000,6.36186,
6296.000,6.42309,
6295.000,6.48375,
6294.000,6.54332,
6293.000,6.60056,
6292.000,6.65674,
6291.000,6.71473,
6290.000,6.77526,
6289.000,6.83683,
6288.000,6.89892,
6287.000,6.96232,
6286.000,7.02677,
6285.000,7.09157,
6284.000,7.15763,
6283.000,7.22611,
6282.000,7.29533,
6281.000,7.36245,
6280.000,7.42777,
6279.000,7.49368,
6278.000,7.56007,
6277.000,7.62469,
6276.000,7.68833,
6275.000,7.75543,
6274.000,7.82805,
6273.000,7.9026,
6272.000,7.97409,
6271.000,8.04143,
6270.000,8.10677,
6269.000,8.17205,
6268.000,8.23808,
6267.000,8.3059,
6266.000,8.3771,
6265.000,8.45263,
6264.000,8.53133,
6263.000,8.61004,
6262.000,8.68559,
6261.000,8.75757,
6260.000,8.82872,
6259.000,8.90198,
6258.000,8.97777,
6257.000,9.05467,
6256.000,9.13156,
6255.000,9.20765,
6254.000,9.28174,
6253.000,9.35262,
6252.000,9.42016,
6251.000,9.48526,
6250.000,9.5495,
6249.000,9.61492,
6248.000,9.68279,
6247.000,9.75221,
6246.000,9.82138,
6245.000,9.89049,
6244.000,9.96123,
6243.000,10.0334,
6242.000,10.1046,
6241.000,10.174,
6240.000,10.2432,
6239.000,10.3126,
6238.000,10.3799,
6237.000,10.4431,
6236.000,10.5029,
6235.000,10.5601,
6234.000,10.6141,
6233.000,10.6661,
6232.000,10.7196,
6231.000,10.7765,
6230.000,10.8344,
6229.000,10.8909,
6228.000,10.9458,
6227.000,10.9989,
6226.000,11.0485,
6225.000,11.0946,
6224.000,11.1392,
6223.000,11.1823,
6222.000,11.2213,
6221.000,11.2562,
6220.000,11.2916,
6219.000,11.3302,
6218.000,11.368,
6217.000,11.4007,
6216.000,11.4302,
6215.000,11.4602,
6214.000,11.4891,
6213.000,11.513,
6212.000,11.532,
6211.000,11.55,
6210.000,11.5688,
6209.000,11.5869,
6208.000,11.6023,
6207.000,11.6138,
6206.000,11.6198,
6205.000,11.6204,
6204.000,11.6179,
6203.000,11.6154,
6202.000,11.6132,
6201.000,11.6114,
6200.000,11.6116,
6199.000,11.6144,
6198.000,11.6161,
6197.000,11.6121,
6196.000,11.6015,
6195.000,11.5863,
6194.000,11.5677,
6193.000,11.5461,
6192.000,11.5235,
6191.000,11.5017,
6190.000,11.4808,
6189.000,11.4591,
6188.000,11.4351,
6187.000,11.4075,
6186.000,11.3762,
6185.000,11.3443,
6184.000,11.316,
6183.000,11.2917,
6182.000,11.2677,
6181.000,11.2406,
6180.000,11.2106,
6179.000,11.1781,
6178.000,11.1419,
6177.000,11.1021,
6176.000,11.0631,
6175.000,11.0286,
6174.000,10.9972,
6173.000,10.965,
6172.000,10.9304,
6171.000,10.8927,
6170.000,10.851,
6169.000,10.8055,
6168.000,10.7591,
6167.000,10.7144,
6166.000,10.6715,
6165.000,10.6299,
6164.000,10.5909,
6163.000,10.5548,
6162.000,10.5183,
6161.000,10.4783,
6160.000,10.4346,
6159.000,10.3889,
6158.000,10.3411,
6157.000,10.2918,
6156.000,10.2443,
6155.000,10.201,
6154.000,10.1605,
6153.000,10.1197,
6152.000,10.0781,
6151.000,10.0357,
6150.000,9.99124,
6149.000,9.94449,
6148.000,9.89877,
6147.000,9.85692,
6146.000,9.817,
6145.000,9.77527,
6144.000,9.73136,
6143.000,9.68719,
6142.000,9.64246,
6141.000,9.5954,
6140.000,9.54683,
6139.000,9.4997,
6138.000,9.45506,
6137.000,9.41177,
6136.000,9.3696,
6135.000,9.32981,
6134.000,9.29213,
6133.000,9.2541,
6132.000,9.21342,
6131.000,9.16922,
6130.000,9.12124,
6129.000,9.07018,
6128.000,9.01894,
6127.000,8.97162,
6126.000,8.93044,
6125.000,8.89407,
6124.000,8.85912,
6123.000,8.82223,
6122.000,8.78168,
6121.000,8.73822,
6120.000,8.69433,
6119.000,8.65203,
6118.000,8.61157,
6117.000,8.57206,
6116.000,8.53232,
6115.000,8.49074,
6114.000,8.4459,
6113.000,8.39837,
6112.000,8.35118,
6111.000,8.30759,
6110.000,8.26841,
6109.000,8.23172,
6108.000,8.19432,
6107.000,8.15372,
6106.000,8.10977,
6105.000,8.06454,
6104.000,8.01995,
6103.000,7.97649,
6102.000,7.93493,
6101.000,7.89712,
6100.000,7.86254,
6099.000,7.82591,
6098.000,7.78218,
6097.000,7.73328,
6096.000,7.68629,
6095.000,7.64492,
6094.000,7.60714,
6093.000,7.57116,
6092.000,7.53819,
6091.000,7.5078,
6090.000,7.47529,
6089.000,7.43708,
6088.000,7.39521,
6087.000,7.3537,
6086.000,7.31335,
6085.000,7.27311,
6084.000,7.23385,
6083.000,7.1973,
6082.000,7.16315,
6081.000,7.12965,
6080.000,7.09591,
6079.000,7.06106,
6078.000,7.02312,
6077.000,6.98131,
6076.000,6.93822,
6075.000,6.89744,
6074.000,6.86019,
6073.000,6.82543,
6072.000,6.79182,
6071.000,6.75761,
6070.000,6.72036,
6069.000,6.67944,
6068.000,6.63771,
6067.000,6.59886,
6066.000,6.56363,
6065.000,6.5301,
6064.000,6.49633,
6063.000,6.46149,
6062.000,6.42547,
6061.000,6.3889,
6060.000,6.35255,
6059.000,6.31558,
6058.000,6.27603,
6057.000,6.23398,
6056.000,6.19229,
6055.000,6.15324,
6054.000,6.11637,
6053.000,6.08102,
6052.000,6.04842,
6051.000,6.01895,
6050.000,5.9895,
6049.000,5.95644,
6048.000,5.91981,
6047.000,5.88232,
6046.000,5.84516,
6045.000,5.80733,
6044.000,5.76844,
6043.000,5.72986,
6042.000,5.69322,
6041.000,5.65929,
6040.000,5.62766,
6039.000,5.59642,
6038.000,5.56287,
6037.000,5.52593,
6036.000,5.48703,
6035.000,5.44811,
6034.000,5.41011,
6033.000,5.37441,
6032.000,5.34346,
6031.000,5.31796,
6030.000,5.29505,
6029.000,5.27141,
6028.000,5.24658,
6027.000,5.22101,
6026.000,5.19269,
6025.000,5.15912,
6024.000,5.12175,
6023.000,5.08531,
6022.000,5.05273,
6021.000,5.02335,
6020.000,4.99547,
6019.000,4.96769,
6018.000,4.93775,
6017.000,4.90352,
6016.000,4.86643,
6015.000,4.83142,
6014.000,4.80179,
6013.000,4.77597,
6012.000,4.75041,
6011.000,4.72362,
6010.000,4.69593,
6009.000,4.66707,
6008.000,4.63656,
6007.000,4.60579,
6006.000,4.57744,
6005.000,4.55239,
6004.000,4.52862,
6003.000,4.50364,
6002.000,4.47752,
6001.000,4.45269,
6000.000,4.43111,
5999.000,4.41221,
5998.000,4.39363,
5997.000,4.37334,
5996.000,4.35072,
5995.000,4.32609,
5994.000,4.30008,
5993.000,4.27378,
5992.000,4.24859,
5991.000,4.22525,
5990.000,4.20302,
5989.000,4.18036,
5988.000,4.15651,
5987.000,4.13201,
5986.000,4.10802,
5985.000,4.0853,
5984.000,4.06383,
5983.000,4.04307,
5982.000,4.02266,
5981.000,4.00271,
5980.000,3.98339,
5979.000,3.96442,
5978.000,3.94532,
5977.000,3.92627,
5976.000,3.90825,
5975.000,3.89175,
5974.000,3.8757,
5973.000,3.85807,
5972.000,3.83784,
5971.000,3.8159,
5970.000,3.79404,
5969.000,3.77312,
5968.000,3.75278,
5967.000,3.73253,
5966.000,3.7126,
5965.000,3.69318,
5964.000,3.67358,
5963.000,3.65296,
5962.000,3.63213,
5961.000,3.6134,
5960.000,3.59815,
5959.000,3.58542,
5958.000,3.57316,
5957.000,3.5603,
5956.000,3.54668,
5955.000,3.53175,
5954.000,3.5145,
5953.000,3.49483,
5952.000,3.47409,
5951.000,3.45405,
5950.000,3.43559,
5949.000,3.41846,
5948.000,3.40192,
5947.000,3.38552,
5946.000,3.36885,
5945.000,3.351,
5944.000,3.33084,
5943.000,3.30871,
5942.000,3.28719,
5941.000,3.26901,
5940.000,3.25448,
5939.000,3.24203,
5938.000,3.23081,
5937.000,3.2208,
5936.000,3.21032,
5935.000,3.19595,
5934.000,3.17627,
5933.000,3.15362,
5932.000,3.13134,
5931.000,3.11108,
5930.000,3.09368,
5929.000,3.08018,
5928.000,3.0699,
5927.000,3.05949,
5926.000,3.0462,
5925.000,3.03058,
5924.000,3.01434,
5923.000,2.99756,
5922.000,2.98012,
5921.000,2.96377,
5920.000,2.94969,
5919.000,2.93574,
5918.000,2.91971,
5917.000,2.90379,
5916.000,2.89209,
5915.000,2.8846,
5914.000,2.87774,
5913.000,2.87007,
5912.000,2.86344,
5911.000,2.85808,
5910.000,2.85148,
5909.000,2.84312,
5908.000,2.83596,
5907.000,2.83135,
5906.000,2.82627,
5905.000,2.81767,
5904.000,2.80668,
5903.000,2.79579,
5902.000,2.785,
5901.000,2.77336,
5900.000,2.76197,
5899.000,2.75263,
5898.000,2.74497,
5897.000,2.73757,
5896.000,2.73062,
5895.000,2.72535,
5894.000,2.72161,
5893.000,2.71773,
5892.000,2.71226,
5891.000,2.70438,
5890.000,2.69379,
5889.000,2.68187,
5888.000,2.67173,
5887.000,2.66563,
5886.000,2.66278,
5885.000,2.66071,
5884.000,2.65776,
5883.000,2.65355,
5882.000,2.64832,
5881.000,2.64326,
5880.000,2.64053,
5879.000,2.64114,
5878.000,2.64365,
5877.000,2.64583,
5876.000,2.64686,
5875.000,2.6471,
5874.000,2.64667,
5873.000,2.64559,
5872.000,2.64437,
5871.000,2.64326,
5870.000,2.64171,
5869.000,2.6396,
5868.000,2.63813,
5867.000,2.63851,
5866.000,2.64069,
5865.000,2.64387,
5864.000,2.64723,
5863.000,2.64969,
5862.000,2.65049,
5861.000,2.65107,
5860.000,2.65445,
5859.000,2.66165,
5858.000,2.67031,
5857.000,2.6779,
5856.000,2.68463,
5855.000,2.6915,
5854.000,2.6977,
5853.000,2.70219,
5852.000,2.70665,
5851.000,2.71406,
5850.000,2.72476,
5849.000,2.73631,
5848.000,2.7467,
5847.000,2.75606,
5846.000,2.76534,
5845.000,2.77503,
5844.000,2.78506,
5843.000,2.79499,
5842.000,2.80421,
5841.000,2.81289,
5840.000,2.82216,
5839.000,2.8327,
5838.000,2.84435,
5837.000,2.85781,
5836.000,2.8752,
5835.000,2.89699,
5834.000,2.91952,
5833.000,2.93757,
5832.000,2.94932,
5831.000,2.95737,
5830.000,2.96549,
5829.000,2.976,
5828.000,2.9896,
5827.000,3.00621,
5826.000,3.02522,
5825.000,3.04563,
5824.000,3.06618,
5823.000,3.08557,
5822.000,3.10393,
5821.000,3.12386,
5820.000,3.14803,
5819.000,3.17513,
5818.000,3.20033,
5817.000,3.22116,
5816.000,3.24082,
5815.000,3.26389,
5814.000,3.29112,
5813.000,3.32014,
5812.000,3.34916,
5811.000,3.37713,
5810.000,3.40215,
5809.000,3.42317,
5808.000,3.44277,
5807.000,3.4651,
5806.000,3.49125,
5805.000,3.51891,
5804.000,3.54601,
5803.000,3.57291,
5802.000,3.60126,
5801.000,3.63278,
5800.000,3.66865,
5799.000,3.70765,
5798.000,3.74586,
5797.000,3.77977,
5796.000,3.80977,
5795.000,3.83882,
5794.000,3.86885,
5793.000,3.90049,
5792.000,3.9348,
5791.000,3.97226,
5790.000,4.01097,
5789.000,4.04868,
5788.000,4.08632,
5787.000,4.12672,
5786.000,4.17003,
5785.000,4.21359,
5784.000,4.25614,
5783.000,4.29923,
5782.000,4.34409,
5781.000,4.38997,
5780.000,4.43605,
5779.000,4.48248,
5778.000,4.52852,
5777.000,4.57242,
5776.000,4.61434,
5775.000,4.65743,
5774.000,4.70445,
5773.000,4.75487,
5772.000,4.80638,
5771.000,4.85799,
5770.000,4.91029,
5769.000,4.96365,
5768.000,5.0173,
5767.000,5.07021,
5766.000,5.12219,
5765.000,5.17409,
5764.000,5.22668,
5763.000,5.27956,
5762.000,5.33168,
5761.000,5.38332,
5760.000,5.43625,
5759.000,5.49118,
5758.000,5.54665,
5757.000,5.60174,
5756.000,5.65848,
5755.000,5.71951,
5754.000,5.78418,
5753.000,5.84918,
5752.000,5.9126,
5751.000,5.97522,
5750.000,6.03782,
5749.000,6.09962,
5748.000,6.15971,
5747.000,6.21864,
5746.000,6.27742,
5745.000,6.33598,
5744.000,6.3934,
5743.000,6.44971,
5742.000,6.5067,
5741.000,6.56712,
5740.000,6.63261,
5739.000,6.70284,
5738.000,6.77669,
5737.000,6.85334,
5736.000,6.93114,
5735.000,7.00632,
5734.000,7.07542,
