Wavelength [nm],Absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,
300.000,0.844285,0.8533411,0.8469863,0.8507824,0.8504291,0.848527,0.8541169,0.8472691,0.8511701,0.8493557,0.8522358,0.8535986,0.8496218,0.8599501,0.8497801,0.8478136,0.8538198,0.848567,0.8517523,0.8494649,0.8558259,0.8544202,0.8574057,0.8523932,0.8524518,0.8576875,0.8522859,0.8576031,0.8587012,0.8535185,0.8510985,0.8567805,0.8512707,0.8570714,0.8469324,0.8525519,0.8478522,0.8531041,0.851809,0.8504796,0.8599005,0.8431039,0.853754,0.8483582,0.8542438,0.8516293,0.8495827,0.8494482,0.8567967,0.8590207,0.857214,0.8570385,0.85077,0.8534989,0.8562369,0.855175,0.8609757,0.8512907,0.8539019,0.8483396,0.8604898,0.8524413,0.8592591,0.8562055,0.8528514,0.8602386,0.8528948,0.8626823,0.8646493,0.8550458,0.8646989,0.8570046,0.8547807,0.8568339,0.8592215,0.8544345,0.8577442,0.8525496,0.8501291,0.8676701,0.85537,0.8677664,0.8609228,0.8591418,0.8575969,0.8545403,0.8658495,0.8570204,0.8616295,0.8588476,0.8589458,0.8531842,0.8666334,0.8558369,0.8517737,0.8580298,0.8652472,0.856319,0.8538971,0.8580079,0.8608279,0.8549881,0.857368,0.8626652,0.8587823,0.8634009,0.8604484,0.8602362,0.855298,0.8539228,0.8627291,0.8631339,0.8581128,0.8601713,0.8622661,0.8588042,0.8586307,0.8617167,0.8663979,0.8611093,0.8687596,0.8617578,0.8567834,0.8567705,0.8621526,0.8612852,0.8709946,0.8618202,0.8716164,0.8502717,0.8537116,0.8638844,0.8665118,0.8599339,0.8619742,0.8659749,0.8609271,0.862771,0.8679132,0.867198,0.868052,0.8672752,0.8583722,0.8611565,0.8649144,0.8647342,0.8648362,0.8587704,0.9590602,0.8665972,0.8644052,0.8649998,0.8634839,0.8617311,0.8634639,0.86202,0.8694658,0.8649797,0.878808,0.875957,0.8680749,0.8648372,0.8612714,0.8706412,0.8660283,0.8699989,0.8715429,0.8720717,0.8743963,0.8694348,0.8705478,0.8728795,0.8726926,0.8717289,0.8693953,0.8641577,0.8744726,0.8699722,0.8712983,0.8625078,0.866385,
301.000,0.8277164,0.8210745,0.8281827,0.826807,0.8250942,0.8237586,0.8275743,0.8321314,0.8272243,0.8344574,0.8264098,0.8292894,0.831018,0.8417673,0.8344822,0.8278322,0.8302984,0.827198,0.8324752,0.8339467,0.8283224,0.8310738,0.8260794,0.8316345,0.8302274,0.83041,0.8273373,0.8260007,0.8285112,0.8335977,0.8227148,0.8314943,0.8344159,0.8290792,0.8271871,0.8375158,0.8322029,0.8302422,0.836597,0.8294845,0.8301902,0.8338633,0.8350182,0.8300581,0.8319421,0.8369193,0.8281255,0.8318901,0.8325129,0.8326983,0.8337364,0.8336978,0.8327675,0.8299751,0.8346238,0.8408389,0.8434305,0.8389711,0.8379374,0.8409982,0.8310623,0.837018,0.8385816,0.8372006,0.835597,0.8377061,0.8366075,0.8283176,0.8364329,0.8316822,0.8395572,0.8377824,0.8413482,0.8348117,0.8377795,0.8337426,0.8324308,0.8387675,0.8426075,0.8381453,0.8378663,0.8391471,0.8388572,0.8320413,0.8345037,0.8334298,0.8439026,0.8466196,0.8407965,0.844553,0.8391061,0.8349857,0.8378243,0.8378119,0.839386,0.8428617,0.8395925,0.8366342,0.8402357,0.8391166,0.8439612,0.8435488,0.836627,0.8446817,0.8352203,0.8415709,0.8473563,0.8338461,0.8428421,0.8434277,0.8454194,0.849894,0.8499227,0.8476243,0.8451924,0.8470688,0.8445864,0.8427386,0.8399305,0.8508773,0.843627,0.8492289,0.8380394,0.8415685,0.8479986,0.8391814,0.8434625,0.8486257,0.846837,0.843792,0.8489099,0.8458939,0.8537846,0.8407741,0.8462324,0.8485074,0.8501096,0.8528681,0.8511748,0.8506312,0.841188,0.8463807,0.8492632,0.8481274,0.849875,0.8503814,0.853776,0.8490925,0.9652553,0.852345,0.8560367,0.848877,0.8589659,0.8484316,0.8468924,0.8476639,0.849998,0.8473549,0.8469944,0.8545446,0.8568726,0.8487883,0.8556457,0.8557611,0.855195,0.8549685,0.8571515,0.8535342,0.8549428,0.8540335,0.861197,0.8539839,0.85323,0.8576365,0.8486891,0.8560781,0.852735,0.8578434,0.8549523,0.8587937,0.8583417,
302.000,0.8231549,0.8209391,0.8221908,0.8257957,0.8234787,0.8285112,0.8262186,0.8227782,0.8309484,0.8250599,0.8272495,0.8302646,0.8237524,0.8237128,0.8210745,0.832191,0.830688,0.8323746,0.8327155,0.8299775,0.8369746,0.8296018,0.8293767,0.8366594,0.8354478,0.8250322,0.8351536,0.8350229,0.8284974,0.8291574,0.8395052,0.8260641,0.8301973,0.8260498,0.8393149,0.8315568,0.8284025,0.8265371,0.8305225,0.8313527,0.8301535,0.8321137,0.8317738,0.8303976,0.8342271,0.8349714,0.8330951,0.8345795,0.8296447,0.836216,0.8324523,0.8389912,0.8362403,0.8362536,0.8413606,0.8343844,0.8391662,0.8467994,0.8408751,0.8325553,0.8323684,0.8402686,0.8397875,0.8393874,0.8412395,0.8408003,0.8396568,0.8391614,0.844655,0.8385835,0.8444386,0.8457241,0.8383021,0.8425565,0.8445497,0.8412023,0.8481021,0.840239,0.8508158,0.8528891,0.8371153,0.8435316,0.8441157,0.8401613,0.8440299,0.8416162,0.8493371,0.8410006,0.8402829,0.8439755,0.8440137,0.8453088,0.8452978,0.8432889,0.8510818,0.8348451,0.8464613,0.8431468,0.8450456,0.8422718,0.8430824,0.8488016,0.8391204,0.8468223,0.8457065,0.8468285,0.8469772,0.848525,0.853013,0.8504553,0.840404,0.8455763,0.8549433,0.8500285,0.8514967,0.854178,0.8504338,0.851862,0.8466339,0.8511496,0.8521008,0.849576,0.8446574,0.8516488,0.8497376,0.8519335,0.8578105,0.8558507,0.851615,0.85779,0.853827,0.8531694,0.8610597,0.8539071,0.8489056,0.8507261,0.8523011,0.8501563,0.8515444,0.8549628,0.8455725,0.8581171,0.8524218,0.8562784,0.8574638,0.8546476,0.8564849,0.8556228,0.9499903,0.855783,0.8545685,0.8554797,0.8531833,0.8511066,0.8570085,0.8579144,0.8568735,0.8644724,0.859621,0.8507009,0.8569965,0.8567514,0.8624616,0.8613338,0.857604,0.8527913,0.8635769,0.8558698,0.8539438,0.8589935,0.859416,0.8665571,0.8565421,0.863986,0.8572812,0.8579445,0.8589411,0.8579073,0.8562918,0.8540611,0.8544788,
303.000,0.8201089,0.830451,0.8123097,0.8218341,0.8148527,0.8146601,0.8195324,0.8139796,0.8113084,0.8284273,0.8165894,0.822897,0.8188777,0.8251705,0.8236084,0.8211637,0.8247547,0.8282156,0.824635,0.8243866,0.8198524,0.8293228,0.8221941,0.8242393,0.8252974,0.8193259,0.826437,0.8211346,0.8321972,0.8243074,0.8288922,0.8231969,0.8273077,0.8299503,0.8305745,0.8286271,0.8270226,0.8256807,0.8296361,0.8219151,0.8309412,0.822525,0.8292561,0.8226352,0.8330402,0.8252506,0.8255634,0.8216972,0.8358622,0.8270268,0.8317318,0.8274689,0.8275881,0.8249874,0.8300662,0.826539,0.8377681,0.8254247,0.8341656,0.829937,0.8288455,0.8309908,0.8276787,0.8330612,0.825562,0.8277211,0.8384838,0.8276567,0.8318796,0.8273878,0.829783,0.8310232,0.831821,0.8298893,0.8300157,0.8313189,0.8366847,0.8271785,0.8243637,0.8332086,0.8268003,0.8365412,0.8347683,0.8331161,0.8332181,0.8296127,0.8395457,0.8334994,0.832345,0.8389602,0.8367653,0.8199973,0.8357372,0.8267851,0.8327379,0.8329349,0.8293657,0.8250456,0.8313208,0.835959,0.8347697,0.8336949,0.8272572,0.8305383,0.8362756,0.8369284,0.829349,0.8385177,0.8228168,0.8322496,0.830029,0.8360085,0.8360729,0.8336658,0.8309884,0.8310103,0.8328619,0.8294396,0.8392072,0.8344707,0.8322196,0.839016,0.8292394,0.8365893,0.8392086,0.8382516,0.8372545,0.8389759,0.8465829,0.8306203,0.8361144,0.8394904,0.8373203,0.8349152,0.8406553,0.8359194,0.8371105,0.8407326,0.8330255,0.8354545,0.8390183,0.8436842,0.831892,0.8415022,0.8316045,0.8377118,0.838501,0.8312545,0.9415221,0.8395123,0.8400645,0.838284,0.8377781,0.8382664,0.8414946,0.8274927,0.8405824,0.8389373,0.8474302,0.8481951,0.8476081,0.8372178,0.8389378,0.8383284,0.8468218,0.8337979,0.8428364,0.8397222,0.8345637,0.8385367,0.8419423,0.8430405,0.8401074,0.8363905,0.8428173,0.8433666,0.8360868,0.8462381,0.8433828,0.8457575,0.8423162,
304.000,0.8052092,0.8054581,0.8117023,0.8102951,0.8091502,0.8133936,0.8070269,0.8078399,0.8135276,0.81288,0.8074737,0.8065548,0.816874,0.813024,0.8213968,0.8105564,0.8142571,0.8163877,0.8136377,0.8201203,0.8057127,0.8140841,0.8126869,0.8130417,0.8122354,0.8171358,0.8157253,0.8154445,0.8120871,0.8143601,0.8165579,0.814383,0.8189187,0.8096027,0.8118825,0.8142858,0.811358,0.814898,0.8109384,0.8098445,0.8081861,0.8116736,0.8110189,0.8121285,0.8098307,0.8183494,0.8191562,0.8122125,0.8090868,0.811193,0.8154917,0.8125248,0.8236871,0.8115387,0.814621,0.8133383,0.8106055,0.8197613,0.8161092,0.8168101,0.8188653,0.8168001,0.819418,0.8202963,0.8161063,0.8139358,0.8234763,0.8161182,0.8148952,0.818162,0.8174777,0.8148651,0.8147569,0.8147225,0.8162603,0.8228478,0.818831,0.8197346,0.8206058,0.8209605,0.8168044,0.8192701,0.8246861,0.8190899,0.8215647,0.816576,0.8188128,0.8164911,0.8197379,0.8207135,0.8199015,0.8193083,0.8120551,0.8166265,0.8204556,0.820756,0.8167481,0.8123469,0.8206744,0.8192434,0.8177199,0.8171763,0.815248,0.8155575,0.8238149,0.8194208,0.8220267,0.8168206,0.8174973,0.8231544,0.8179264,0.8175855,0.8201985,0.8215947,0.8168521,0.8233051,0.8207693,0.8263869,0.8230166,0.8222909,0.8224626,0.820931,0.8165774,0.8211088,0.8268809,0.8205943,0.8178425,0.8271103,0.8215714,0.8243198,0.8244305,0.8214555,0.8294315,0.8216314,0.8152027,0.8211613,0.8207941,0.8273983,0.8253598,0.826148,0.8219543,0.8294377,0.8278165,0.8247652,0.8254476,0.8233237,0.8291306,0.8300929,0.9303064,0.8300238,0.8306684,0.8257194,0.8277292,0.8268089,0.8293099,0.8247166,0.826632,0.8235888,0.8281279,0.8274565,0.8343821,0.8255024,0.8236561,0.8337951,0.8272409,0.8231921,0.8282666,0.8333039,0.8256531,0.8306818,0.8321662,0.8318853,0.8294826,0.8267322,0.8285923,0.828145,0.832675,0.8313761,0.8306623,0.8329191,0.8330884,
305.000,0.8033848,0.7968936,0.7977166,0.8026986,0.8008657,0.8050065,0.8021894,0.8067107,0.809236,0.8071923,0.8044868,0.8042622,0.8066483,0.8034701,0.7974234,0.8006415,0.7980571,0.8056798,0.8052621,0.8034372,0.8138585,0.8101902,0.8023281,0.8109479,0.808075,0.8029652,0.8067799,0.8067579,0.8063016,0.8072252,0.8066697,0.8059006,0.8051114,0.8016634,0.8096538,0.8080072,0.8048782,0.8071127,0.8105745,0.8093677,0.8060904,0.8055005,0.805131,0.8066483,0.8058438,0.8101535,0.8057694,0.811203,0.8049974,0.8100281,0.8150787,0.8070726,0.8106117,0.8081751,0.8116307,0.8091183,0.8080368,0.8116279,0.8104391,0.8157353,0.8098731,0.8115273,0.8050323,0.8115015,0.8139796,0.8132262,0.8164644,0.8175488,0.8128538,0.8152952,0.8114138,0.8160067,0.813283,0.8155046,0.8134742,0.8159299,0.8125734,0.8099484,0.8170528,0.8246608,0.8070631,0.8139801,0.8157611,0.8136907,0.8211098,0.8139477,0.8203173,0.8189912,0.8171496,0.8165264,0.8129582,0.8204908,0.8240528,0.8204861,0.8158116,0.8167763,0.8195982,0.8200531,0.8191853,0.8125911,0.8175998,0.821878,0.8166428,0.8249588,0.8208151,0.8211026,0.8223634,0.831347,0.8279157,0.8164144,0.8182802,0.817451,0.8247981,0.8250833,0.8221245,0.8246717,0.8177481,0.8280039,0.8205342,0.8188291,0.8216724,0.8236871,0.8222847,0.8270154,0.8292241,0.826282,0.8276725,0.8265266,0.8277168,0.8264713,0.8370771,0.8286591,0.8305488,0.8299656,0.8243604,0.8192182,0.8262448,0.8276024,0.8302455,0.8305383,0.83429,0.8330626,0.8290577,0.83253,0.8254471,0.8251162,0.8287125,0.8300667,0.9265194,0.8252292,0.8315821,0.8325639,0.8261366,0.8325658,0.8313818,0.8293982,0.8335805,0.833426,0.8364344,0.8342752,0.828599,0.8302841,0.8349109,0.8339548,0.8332186,0.8308463,0.837935,0.8413777,0.8295302,0.8269939,0.8372049,0.8355074,0.8361168,0.8276162,0.833746,0.8299804,0.8349609,0.8331242,0.8328047,0.8317513,0.8294358,
306.000,0.7991633,0.8028789,0.7978096,0.800621,0.7999911,0.7966838,0.7980928,0.800375,0.7948837,0.7999129,0.8069515,0.8034873,0.8070722,0.8119226,0.8042345,0.7988267,0.803174,0.8066154,0.8080735,0.8046322,0.8009772,0.8024364,0.8093386,0.8113246,0.8102794,0.8057303,0.8037004,0.7996302,0.803267,0.8048525,0.8052197,0.804934,0.8070931,0.8120646,0.8127637,0.8024745,0.8052254,0.8060365,0.8022237,0.8068032,0.8121381,0.8084636,0.814774,0.807538,0.8045349,0.8116078,0.8122849,0.8061385,0.807693,0.811543,0.814126,0.8083606,0.8139324,0.8080111,0.8105135,0.8062773,0.8118887,0.8098083,0.8118744,0.8139439,0.8100033,0.807693,0.8105383,0.8070383,0.8132067,0.8135052,0.8188181,0.8140731,0.8141465,0.811399,0.8154316,0.8181605,0.8164248,0.8235316,0.8188138,0.8146791,0.8109393,0.8211408,0.8181529,0.8165145,0.8056507,0.8149257,0.8202615,0.8137665,0.8155179,0.8134928,0.8166928,0.8215375,0.8167119,0.8191056,0.8211665,0.8065372,0.8226318,0.8201189,0.8187666,0.8189569,0.8191366,0.8187456,0.8204856,0.8137999,0.8187408,0.8144746,0.8143978,0.8192964,0.8203235,0.8201056,0.8218813,0.8209424,0.8209338,0.82619,0.8220992,0.8259821,0.8221335,0.8192449,0.8213611,0.8152499,0.8142762,0.8276415,0.8231454,0.8220749,0.8188572,0.8240814,0.8232722,0.8228998,0.8248239,0.8190002,0.8262143,0.8222609,0.8240232,0.8132477,0.8195968,0.8239636,0.8251781,0.8273373,0.823133,0.8250365,0.8189993,0.8212466,0.8205037,0.8276997,0.8235908,0.8290095,0.8253865,0.8244257,0.8231087,0.8270464,0.8173943,0.8230624,0.9110689,0.8252163,0.8292871,0.8249412,0.8224931,0.8240604,0.8268962,0.8225651,0.8232131,0.8220315,0.8323073,0.8350954,0.8300371,0.8280411,0.8317795,0.8236375,0.8237343,0.8276572,0.8367467,0.8322568,0.8230877,0.8198915,0.8282752,0.8279071,0.8303814,0.8281345,0.8254023,0.8258462,0.8300757,0.8317375,0.8244963,0.8220749,0.8242669,
307.000,0.7929029,0.7880416,0.7942376,0.7893553,0.7941604,0.7982798,0.7905512,0.7987709,0.7959142,0.7963009,0.795011,0.7991223,0.7998157,0.8002481,0.7973595,0.7969069,0.7963872,0.79919,0.7992024,0.7968879,0.801455,0.7928677,0.8030758,0.8016057,0.7957335,0.7992969,0.7971931,0.7982497,0.8001666,0.7981172,0.7974277,0.79492,0.7975535,0.7936006,0.7967181,0.7992334,0.8010712,0.8006845,0.7941561,0.8014421,0.7889524,0.8013601,0.8045349,0.7959003,0.7923245,0.8005176,0.8004689,0.7940793,0.7884603,0.8024225,0.7999001,0.8029585,0.8047442,0.7997408,0.7978983,0.8035831,0.8025279,0.8072581,0.7998629,0.7965884,0.7932658,0.7993207,0.8006358,0.8013387,0.8006115,0.7954817,0.8028173,0.8063226,0.8028092,0.7940741,0.8102431,0.8049645,0.8012052,0.8099756,0.809164,0.8062863,0.8019395,0.8015471,0.8192825,0.8039165,0.8017197,0.8035955,0.8069124,0.8025293,0.8038101,0.8042274,0.807888,0.801537,0.8091488,0.803195,0.8098354,0.8039637,0.797421,0.8013325,0.8035526,0.8016691,0.8025675,0.8013754,0.794981,0.8035707,0.8056679,0.8040891,0.8043437,0.8035746,0.7999864,0.8071823,0.8067379,0.7948403,0.8059893,0.8078828,0.8062582,0.8074384,0.8133707,0.8085537,0.8099394,0.8047457,0.7961907,0.8035378,0.7991209,0.8048439,0.8044415,0.8028746,0.803287,0.801971,0.8088627,0.8003664,0.8009338,0.8040967,0.7927036,0.8064308,0.8014884,0.8023281,0.8079123,0.808691,0.8085117,0.8063788,0.8053632,0.8144531,0.8009233,0.8046331,0.8085022,0.8116555,0.8101258,0.8104792,0.8102794,0.8148222,0.8058686,0.8074903,0.9033985,0.8060093,0.8116512,0.8059945,0.8042593,0.8059692,0.8035731,0.8075576,0.8068476,0.8112721,0.8059735,0.8024058,0.8062906,0.8100495,0.8093324,0.810874,0.8054848,0.8055634,0.806797,0.8148694,0.8085027,0.8036666,0.8065715,0.8098612,0.811615,0.8169293,0.8063259,0.8125668,0.8076715,0.8133984,0.8047452,0.8130779,0.8116808,
308.000,0.7738824,0.7844019,0.7839313,0.7800441,0.7858982,0.7797656,0.7768888,0.7840524,0.7872744,0.7816334,0.7814326,0.7800875,0.7791419,0.7823968,0.778616,0.7842932,0.7845001,0.7822247,0.7846823,0.789875,0.789659,0.7864976,0.7849908,0.7811694,0.7856669,0.7834849,0.784781,0.7869835,0.7794175,0.7883391,0.7806478,0.778523,0.7851071,0.784451,0.7845979,0.7893963,0.7837815,0.7851219,0.7848744,0.7849965,0.7787538,0.7836847,0.7833462,0.781827,0.7817645,0.7820721,0.7817488,0.7824168,0.7833037,0.7914596,0.7830014,0.787848,0.7889495,0.7882047,0.7894816,0.7849202,0.7905498,0.785078,0.7895179,0.7843428,0.7878308,0.7855163,0.7867146,0.7870994,0.779985,0.7904596,0.7892613,0.7949386,0.7929525,0.7844543,0.7916265,0.7893391,0.7889657,0.7957697,0.7986069,0.7913456,0.7910428,0.7837701,0.7823901,0.7958751,0.7805643,0.7880645,0.7981,0.7904382,0.793016,0.7918701,0.7923765,0.7846804,0.7916784,0.7916169,0.785676,0.7884417,0.7917242,0.7817211,0.7913313,0.7854433,0.7863679,0.7964749,0.7921815,0.7955642,0.7913289,0.7919235,0.784831,0.7959561,0.7914796,0.7978983,0.7944841,0.791707,0.7966199,0.7994051,0.7950172,0.7912788,0.796659,0.7917647,0.793251,0.7981715,0.7902484,0.7945495,0.7853627,0.7873187,0.7965856,0.7900095,0.7936835,0.7903318,0.7964716,0.7914882,0.7925353,0.7961259,0.7956772,0.7968411,0.8006706,0.797307,0.80019,0.7990203,0.7897491,0.802774,0.8025031,0.8034463,0.7929749,0.794857,0.8033938,0.8053651,0.8007522,0.7978854,0.8008041,0.8013797,0.8018241,0.7990055,0.9027944,0.7997112,0.80516,0.7953482,0.7947516,0.8011446,0.8007455,0.8010221,0.8119664,0.8062749,0.8092737,0.8093095,0.8056464,0.8024535,0.8034859,0.8032594,0.8026962,0.8001227,0.8004713,0.8022423,0.798861,0.8014874,0.7958608,0.8139458,0.8054514,0.8017216,0.8076205,0.7982302,0.8029795,0.8048339,0.8011742,0.799366,0.7980747,
309.000,0.7623858,0.7713008,0.7721963,0.7711172,0.7670288,0.7732658,0.7756305,0.7720413,0.7632971,0.7715311,0.7686801,0.7715449,0.7703991,0.7801399,0.7812233,0.772727,0.7789135,0.7816834,0.7738829,0.7767744,0.7669683,0.771481,0.7687187,0.7742615,0.7731657,0.7811718,0.7763324,0.7681251,0.7739797,0.7778697,0.7701125,0.7733707,0.7797537,0.7821779,0.7837267,0.7704182,0.7770853,0.7758298,0.7728882,0.7756181,0.780364,0.7719426,0.7708683,0.7763605,0.775012,0.7765088,0.772788,0.7755661,0.7716227,0.77349,0.7779875,0.7815242,0.7787638,0.7719083,0.77777,0.7737856,0.7780313,0.7747588,0.7759843,0.7799373,0.7806129,0.7751951,0.778501,0.7814283,0.7819843,0.7826805,0.7800951,0.7731624,0.7822914,0.7822037,0.7869663,0.7772832,0.7780027,0.7822599,0.7845631,0.7816358,0.7880602,0.7831278,0.7828326,0.7877288,0.7770886,0.7792425,0.7840176,0.7794771,0.7867265,0.7811532,0.791121,0.7899389,0.7882242,0.7884092,0.7866888,0.776947,0.7836676,0.7786064,0.7959032,0.7906528,0.7904534,0.7875857,0.7966781,0.7903829,0.7885876,0.7863369,0.7845354,0.7886167,0.7878418,0.7911334,0.7933917,0.7871075,0.7817011,0.7940855,0.7902126,0.7866712,0.7910485,0.7937469,0.7899275,0.7913737,0.7871337,0.7966018,0.7949476,0.7885485,0.7893963,0.7870936,0.7953701,0.7921062,0.7967381,0.7873602,0.7872543,0.7928581,0.7980118,0.7853413,0.7932534,0.7930746,0.7950897,0.7892747,0.7942286,0.7948184,0.7966065,0.7932749,0.7958393,0.7942209,0.7940912,0.8041992,0.7964067,0.7928815,0.800415,0.7928915,0.7996383,0.7901063,0.8935485,0.794744,0.805582,0.795176,0.7940054,0.7981801,0.7982235,0.7982001,0.7964301,0.7923279,0.7959232,0.8120427,0.8100243,0.7977552,0.8052783,0.7984028,0.8008971,0.7989702,0.7951941,0.7942262,0.7956557,0.7997618,0.8039804,0.8061876,0.8051038,0.8066444,0.7969718,0.8009868,0.8043513,0.7999897,0.7936316,0.7998061,0.7964258,
310.000,0.7694783,0.7659492,0.7682185,0.7755451,0.7734699,0.7723002,0.7736363,0.7716322,0.7748632,0.7779708,0.7699065,0.773725,0.7689447,0.7765827,0.7758341,0.7730813,0.7773104,0.774621,0.7731233,0.7764311,0.7760515,0.7749267,0.7770634,0.7760296,0.7726631,0.7790933,0.7804184,0.7766957,0.7823753,0.7804527,0.7774296,0.7803826,0.7790141,0.7789321,0.7754841,0.7727709,0.7804036,0.7783842,0.7773294,0.7825418,0.777247,0.7807927,0.7802577,0.7747169,0.7760134,0.7780986,0.7744436,0.7772112,0.7721162,0.7758622,0.78052,0.783711,0.7741652,0.7760892,0.7786784,0.7814884,0.7763824,0.7802653,0.7749758,0.7788215,0.7766805,0.7746801,0.7722692,0.7788954,0.7834077,0.782795,0.7841883,0.7817173,0.784852,0.7766142,0.7871327,0.7819233,0.7840376,0.7814817,0.7824316,0.7849917,0.7845759,0.7815323,0.7906365,0.788034,0.7798581,0.7803545,0.7799058,0.7783518,0.783998,0.7870078,0.7864757,0.784379,0.7844939,0.7789683,0.7828112,0.789495,0.7786202,0.7849741,0.7859592,0.7871056,0.7857947,0.7794156,0.7893224,0.7836981,0.78899,0.7894454,0.78334,0.7871318,0.7875619,0.7891889,0.7870269,0.782485,0.7851152,0.7888827,0.787324,0.7815499,0.794167,0.793829,0.7867789,0.7893791,0.7861185,0.7885861,0.7917829,0.7902064,0.7892652,0.7803578,0.7919445,0.7905211,0.7857761,0.7824626,0.7812009,0.7883592,0.7811761,0.7875347,0.7862577,0.7801905,0.7898927,0.7937574,0.7917237,0.7849274,0.7898254,0.7809315,0.789536,0.7879462,0.7916465,0.7930117,0.7921715,0.7962146,0.7914791,0.7870979,0.7932134,0.7815013,0.8850136,0.7904615,0.7987251,0.7891111,0.7916832,0.788271,0.7870078,0.7923832,0.7893796,0.7858486,0.7813373,0.7921338,0.7960458,0.7912765,0.7975903,0.7909865,0.7926888,0.7914925,0.7889924,0.7916794,0.7965393,0.7893891,0.7957931,0.8035889,0.7991834,0.799078,0.7858505,0.7988281,0.8032055,0.7986293,0.7888813,0.7964234,0.7935896,
311.000,0.7586522,0.7615299,0.7584319,0.7609167,0.761364,0.7595768,0.7607751,0.7619715,0.7699122,0.7658143,0.7664981,0.7640901,0.7620034,0.763526,0.765223,0.7665687,0.7666335,0.7652235,0.762228,0.7702794,0.7663412,0.7690735,0.7652936,0.7641993,0.764626,0.7630954,0.7655373,0.7625852,0.7648559,0.7674441,0.762373,0.764904,0.7664886,0.7684798,0.7653542,0.7605977,0.7673483,0.7624002,0.7680278,0.7626452,0.7686071,0.7670536,0.7676148,0.761261,0.7636318,0.7628679,0.7603436,0.7618914,0.7643557,0.7650623,0.766809,0.7625031,0.7628317,0.7688661,0.7654748,0.7649865,0.7649403,0.7653594,0.7672787,0.7674575,0.7721162,0.7672291,0.7687087,0.7641535,0.7648115,0.7702317,0.7699242,0.7688985,0.7694354,0.7640681,0.771636,0.7683463,0.7764368,0.7695241,0.7669191,0.7693796,0.7670703,0.7638259,0.767488,0.7655587,0.7694235,0.7642488,0.7693396,0.7671585,0.7736149,0.7719216,0.7681575,0.7683001,0.772233,0.7688766,0.7715449,0.7741017,0.7690301,0.7740378,0.7682743,0.7704668,0.7654476,0.7655678,0.7710638,0.7761564,0.7726073,0.7664342,0.7663298,0.7723918,0.7753239,0.7691422,0.7703199,0.7672133,0.7743011,0.7730284,0.76548,0.7651968,0.7718778,0.7650361,0.7678947,0.7724009,0.7720137,0.7745976,0.7637777,0.7702241,0.7709513,0.7649574,0.7770848,0.7688375,0.7707176,0.7663798,0.7680597,0.7775078,0.772439,0.7673788,0.7755542,0.7694716,0.7774463,0.7723556,0.772141,0.7704768,0.7765164,0.7684784,0.7690969,0.7788172,0.7760601,0.7724805,0.778348,0.7689257,0.7785583,0.7726512,0.7777963,0.7759128,0.8936872,0.777545,0.7778168,0.7749043,0.7745285,0.7767606,0.7798114,0.7682672,0.7839789,0.7793055,0.7802973,0.7728877,0.7737837,0.7783446,0.7761664,0.7735596,0.7765265,0.7768431,0.7761931,0.7777858,0.7779107,0.7768936,0.7822604,0.784039,0.7784548,0.7791457,0.7739797,0.7826242,0.7808113,0.7833714,0.7829099,0.7796931,0.7794933,
